gene	ensembl_gene_id	B_Cell_CD79A	T_Cell_IL7R	T_Cell_GZMK	T_Cell_XCL1	High_Proliferation_Erythrocyte	Monocyte	Macrophage_C1QB	Fibroblast_PTGDS	Plasma_Cell_JCHAIN	T_Cell_GZMA	NK_T_Cell_GNLY
CPSF3L	ENSG00000127054	0.349675468590345	0.397677123892228	0.458585918492799	0.431533790521878	0.339341060680026	0.39803988137438	0.849644819236315	0.0	0.140056022408964	2.30096640589047	1.13882245757886
CPTP	ENSG00000224051	0.0323542378643856	0.0364067695683041	0.0034142021248628	0.0131430741913395	0.0	0.0	0.0	0.0	0.0	0.0	1.13882245757886
TAS1R3	ENSG00000169962	0.0055501116347622	0.0023773337393819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DVL1	ENSG00000107404	0.0338408622309845	0.0301812906025083	0.0514568232958846	0.0595170805218828	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MXRA8	ENSG00000162576	0.0	0.0181576781250595	0.0	0.0094344784903324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AURKAIP1	ENSG00000175756	0.568770597992568	0.512900036320226	0.595090336495271	0.458660262445581	1.08507821321828	2.01910601928344	0.412336871703476	3.94477317554241	0.768340860881186	0.0	0.0
CCNL2	ENSG00000221978	0.491237301998026	0.392584213132386	0.574500214165413	0.35979412142063	0.239931943363496	0.426522317352595	0.218948583168003	0.0	0.484202881007142	0.0	1.13882245757886
MRPL20	ENSG00000242485	0.491943366035146	0.694930343562587	0.923125126061039	0.806704004783659	1.25577745086551	0.324652060660727	0.790850465061542	0.0	0.611968841197367	2.30096640589047	1.13882245757886
RP4-758J18.13		0.0083843494197786	0.0016578647862059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VWA1	ENSG00000179403	0.0046835436608128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATAD3C	ENSG00000215915	0.0034330975308217	0.0025214694051852	0.0335392644168528	0.0432929402630137	0.134778155156612	0.0	0.0	0.0	0.0	0.0	0.0
ATAD3B	ENSG00000160072	0.107448811666424	0.126676798978509	0.125915275827936	0.13712741818205	0.197671430548143	0.0	0.0	0.0	0.0	0.0	0.0
ATAD3A	ENSG00000197785	0.0548723911255802	0.0390043030727528	0.0297528726398534	0.0832416110261852	0.0	0.0	0.318331551306933	0.0	0.175484776695622	0.0	2.27764491515773
SSU72	ENSG00000160075	0.874039012286903	1.31071135519644	1.17354830338265	1.23639003724604	0.778297383200033	0.688998810052213	1.90461813627828	0.0	1.88544254279076	0.0	0.0
RP5-832C2.5		0.055124243157609	0.070085755291998	0.135443110881419	0.146800917132272	0.0988357152740714	0.0	0.37846532311477	0.0	0.0	0.0	0.0
C1orf233		0.0015973743686169	0.0	0.0	0.0287404635210373	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-345P4.9		0.0470946870030451	0.0411534982041889	0.0524521374246	0.0350176301737675	0.0595833929167263	0.0	0.0	0.0	0.0	0.0	0.0
MIB2	ENSG00000197530	0.177275375265899	0.26665119673482	0.366400560837781	0.254522508609336	0.0988357152740714	0.0	0.0	0.0	0.296428042092782	0.0	1.13882245757886
MMP23B	ENSG00000189409	0.0032239885610521	0.0103685321395597	0.0269896791466943	0.0245304154041985	0.0	0.0	0.0	0.0	0.140056022408964	0.0	0.0
CDK11B	ENSG00000248333	0.337178109314329	0.35272929230718	0.368098658697575	0.366309730263148	0.190458631998002	0.390227638356058	0.292800576217423	0.0	0.140056022408964	0.0	1.13882245757886
RP11-345P4.10		0.0029067035873887	0.0100012762856544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC35E2B	ENSG00000189339	0.263967387656397	0.242231578002678	0.212032210642515	0.458697422744168	0.091622916723931	0.143636885952313	0.0985464400098547	0.0	0.0	0.0	0.0
CDK11A	ENSG00000008128	0.309288597222578	0.266260258393033	0.352964355820758	0.562017049053424	0.536599891754456	0.155159038013964	0.0493717445505937	0.0	0.175484776695622	0.0	0.0
SLC35E2	ENSG00000189339	0.0575052338517063	0.0679998671239096	0.0204268392326045	0.0679754176146384	0.091622916723931	0.0	0.189232661557385	0.0	0.0	0.0	0.0
NADK	ENSG00000008130	0.244201326500505	0.0970895605615003	0.154154816196904	0.141854113580331	0.221855103129597	0.0	0.270212892093456	0.0	0.0	0.0	1.13882245757886
GNB1	ENSG00000078369	0.542332435447833	0.433330931739348	0.647945617807727	0.485323821299762	0.634534325311413	1.06488215845003	0.54037613795378	0.0	0.350969553391243	2.30096640589047	0.0
RP1-140A9.1		0.0056436397052838	0.0094626815165575	0.0	0.0157637952913543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKCZ	ENSG00000067606	0.0878594111801619	0.108011943058654	0.119683092242071	0.112956962067942	0.329139703229951	0.0	0.0	0.0	0.242101440503571	0.0	0.0
RP5-892K4.1		0.0019461841168021	0.0053350236509804	0.0514155008515498	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAAP20	ENSG00000162585	0.623466868616465	0.604690715721698	0.773351124029967	0.622898000889611	1.22763568531619	0.250979092908088	0.135204970592395	7.88954635108481	0.659687657702764	0.0	0.0
SKI	ENSG00000157933	0.207561031130208	0.207225264553138	0.195770295750514	0.151606735168088	0.0	0.0	0.194418648838915	0.0	0.175484776695622	0.0	1.13882245757886
MORN1	ENSG00000116151	0.0336276980232785	0.0394747750823415	0.022946410951863	0.032330144358314	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RER1	ENSG00000157916	0.306906145502799	0.389938515593652	0.669873167218706	0.335047851155736	0.986057268743261	1.14750230813071	0.796818077410631	0.0	1.7600818126679	0.0	2.27764491515773
PEX10	ENSG00000157911	0.105030057368078	0.0880629056065299	0.0951706452214374	0.146656024961136	0.0	0.0	0.0493717445505937	0.0	0.175484776695622	0.0	0.0
PLCH2	ENSG00000276429	0.18923639237488	0.11083317887963	0.30565665694183	0.143891267610594	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANK4	ENSG00000273494	0.0569457264318027	0.0577221092006914	0.0596692488643795	0.0948137251378613	0.177451267445678	0.0	0.0	0.0	0.645188863121174	0.0	0.0
RP3-395M20.12		0.43379907123375	0.311934598566063	0.485079381236838	0.546445544411713	0.205968549319664	0.0	0.169773887708742	3.94477317554241	0.0	0.0	0.0
RP3-395M20.8		0.0291377055993541	0.019593477099219	0.0707679839852264	0.0325082330643573	0.134778155156612	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF14	ENSG00000273936	0.697294886928177	0.758993205140144	0.828184818610311	0.956476614872656	0.759538851533054	2.13601490631364	0.461345638944425	0.0	0.382157462912535	2.30096640589047	0.0
RP3-395M20.9		0.0118150742485397	0.015958279028229	0.0	0.01822399193056	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM213B	ENSG00000275125	0.0554519175798442	0.057483914410993	0.0397883263153892	0.0825294616114488	0.0887256337228389	0.272249858670815	0.0	0.0	0.0	0.0	0.0
MMEL1	ENSG00000277131	0.0	0.0109202936044966	0.0	0.014634356933429	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC34	ENSG00000275571	0.0021015537940125	0.0047724437080752	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM16	ENSG00000142611	0.0	0.0	0.0	0.0	0.0	0.0	1.26327376736788	0.0	0.0	0.0	0.0
MEGF6	ENSG00000162591	0.0598056550034761	0.100298039713185	0.0640022605552739	0.0911763393115112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TPRG1L	ENSG00000158109	0.0837022653142012	0.0697432724827172	0.0544966824134884	0.111597908012172	0.0	0.0	0.0	0.0	0.140056022408964	0.0	0.0
WRAP73	ENSG00000116213	0.21650576097267	0.241731179959292	0.269487559063148	0.267522489437171	0.148309026639565	0.320066689729004	0.0	0.0	0.0	0.0	1.13882245757886
TP73-AS1	ENSG00000227372	0.110595822109246	0.0970637879159638	0.0925037205016304	0.0900239142751918	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMIM1	ENSG00000235169	0.012153127802352	0.0243745626003961	0.0	0.0327417560401565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC47	ENSG00000130764	0.182583420059498	0.238941974298831	0.171328330080287	0.11987689432107	0.317380935928864	0.0	0.32962361943131	0.0	0.0	2.23713646532438	1.13882245757886
CEP104	ENSG00000116198	0.143560460088635	0.140069799444285	0.130014677611806	0.223113138689631	0.193460266356224	0.143636885952313	0.197092880019709	0.0	0.175484776695622	0.0	0.0
DFFB	ENSG00000169598	0.0345134200423583	0.0285258664512162	0.0	0.0806832509467532	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1orf174		0.193963341698105	0.214073292694688	0.204573933624965	0.204527038401722	0.197671430548143	0.0	0.147918184560448	0.0	0.0	0.0	0.0
LINC01134	ENSG00000236423	0.0073048179267934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPHP4	ENSG00000131697	0.0390424642117255	0.0318243984930161	0.0272495898936721	0.0441813481095439	0.0595833929167263	0.145348837209302	0.356149703787397	0.0	0.0	0.0	0.0
KCNAB2	ENSG00000069424	0.266410134809549	0.446609462353465	0.797728398360117	0.489324186195567	0.740416754786172	0.812214674740517	0.953943668108436	0.0	0.0	0.0	0.0
RPL22	ENSG00000116251	24.8603503898298	31.9260629896594	19.0853954061848	21.1571755847605	16.0242829451107	17.2550905553718	12.2599081121665	15.7790927021696	16.9579897243768	27.1647872867231	19.3599817788407
RNF207	ENSG00000158286	0.0009686487156686	0.0069456615737288	0.0	0.004765199557027	0.0	0.0	0.240933547910778	0.0	0.0	0.0	0.0
ICMT	ENSG00000116237	0.0499751322326671	0.0675109805601147	0.104786782861605	0.0617414205752483	0.205968549319664	0.0	0.189232661557385	0.0	0.0	0.0	1.13882245757886
ACOT7	ENSG00000097021	0.0155036548726688	0.0363178544382424	0.0659168034956002	0.0344258948378728	0.0988357152740714	0.0	0.0985464400098547	0.0	0.0	0.0	1.13882245757886
RP1-202O8.3		0.0121900015692815	0.022645107271881	0.0	0.0387034324452201	0.0	0.0	0.0985464400098547	0.0	0.0	0.0	0.0
ESPN	ENSG00000187017	0.0017176847670561	0.0322480545958081	0.0265498473383778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF25	ENSG00000215788	0.0188528135191848	0.504302881035275	0.175489128619756	0.446600235453794	1.08536493405829	0.0	0.130821559392988	0.0	0.0	0.0	0.0
PLEKHG5	ENSG00000171680	0.0025807889952628	0.0172611586133805	0.0759654020156696	0.0137489361760634	0.0	0.0	0.361206429474445	0.0	0.0	0.0	0.0
NOL9	ENSG00000162408	0.230050887055626	0.230967208078598	0.160670783312959	0.0752864107749382	0.208865832320756	0.0	0.194418648838915	0.0	0.0	0.0	0.0
ZBTB48	ENSG00000204859	0.0855635518327916	0.095803769347775	0.129951091095726	0.0956077888688766	0.0887256337228389	0.0	0.0	0.0	0.0	0.0	0.0
KLHL21	ENSG00000162413	0.12383697488203	0.162547881081208	0.273497639149924	0.155806899845528	0.0	0.414628768730167	0.249129752235342	0.0	0.0	0.0	0.0
PHF13	ENSG00000116273	0.403857042880763	0.36970681507156	0.235964243760915	0.276738989693942	0.123019387855526	0.0	0.103567914660038	0.0	0.140056022408964	0.0	1.13882245757886
THAP3	ENSG00000041988	0.0602417038321648	0.059369796672993	0.0519803911090013	0.0345463756574065	0.0595833929167263	0.0	0.0	0.0	0.0	0.0	0.0
DNAJC11	ENSG00000007923	0.112980237062345	0.10123474042315	0.112037911370725	0.0868795859813705	0.0595833929167263	0.0	0.223970057818187	0.0	0.0	0.0	0.0
RP11-312B8.1		0.0225868256747443	0.0127032563919743	0.0645253305054139	0.0142878166358764	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAMTA1	ENSG00000171735	0.44172604679778	0.411468286332208	0.432363832625907	0.345284219617915	0.760522471914604	1.41970207683794	1.30367459169383	0.0	0.315540799104585	0.0	0.0
VAMP3	ENSG00000049245	0.13584260122768	0.154968908295127	0.110123701724693	0.229635497905181	0.0	1.22275178381655	0.770290319474249	0.0	0.0	0.0	0.0
PER3	ENSG00000049246	0.0362675080785444	0.0731761311258779	0.0433226759550484	0.0734322438065156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-467L1.4		0.0047720416712003	0.0020587590418123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTS2	ENSG00000049247	0.0181827118096403	0.0600486124990113	0.38393640843582	0.329276380009896	0.405131619072648	0.107342206955775	0.0	0.0	0.175484776695622	0.0	0.0
TNFRSF9	ENSG00000049249	0.0044842353251606	0.0106747589680111	0.175551137427478	0.293537475844132	0.566729594114721	0.0	0.220714009821773	0.0	0.0	2.30096640589047	0.0
PARK7	ENSG00000116288	1.15791742703146	1.37089323645213	1.9837878167418	1.42462387453605	3.17794957188414	1.82448534469561	2.50642784587573	3.94477317554241	1.12939174412832	0.0	2.27764491515773
ERRFI1	ENSG00000116285	0.250708904375061	0.33959214717852	0.396148534863903	0.368651565093939	0.155664070442588	0.0	0.251223702551136	0.0	0.175484776695622	0.0	0.0
SLC45A1	ENSG00000162426	0.0026477138256936	0.0061543050555416	0.0	0.0289531721158673	0.0	0.0	0.0	0.0	0.0	2.23713646532438	0.0
RERE	ENSG00000142599	0.748610773360697	0.403726528113553	0.353905813892164	0.404477349266045	0.2904422255992	0.96310759711503	0.595245582626079	3.94477317554241	0.175484776695622	4.47427293064877	0.0
RP5-1115A15.1		0.0058072777841578	0.0099498787088965	0.0	0.0127907988109673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENO1	ENSG00000074800	1.31773047441249	1.71983956177254	2.14767768162168	1.94573386951615	4.246095115512	4.88180354860664	2.08937518650505	0.0	3.80486975483976	0.0	5.69411228789432
ENO1-AS1	ENSG00000230679	0.0207540446173164	0.0355333662534085	0.135814871084838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CA6	ENSG00000131686	0.0007220356321696	0.0067021804554919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC2A5	ENSG00000142583	0.0491893411762742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80336328670342	0.0	0.0
GPR157	ENSG00000180758	0.0545073354732215	0.0563790721924597	0.0451224849854931	0.099761251595907	0.256896261295024	0.0	0.166917042230012	0.0	0.0	0.0	0.0
MIR34AHG	ENSG00000228526	0.0050258369511836	0.0034839187536211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP3-510D11.2		0.019448675738822	0.0058047236650297	0.0	0.0294774473945474	0.123019387855526	0.0	0.0	0.0	0.0	0.0	0.0
H6PD	ENSG00000049239	0.132437832781601	0.105670736774247	0.279207026731966	0.118433862809612	0.0669384367197488	0.107342206955775	0.229367999402843	0.0	0.0	0.0	0.0
SPSB1	ENSG00000171621	0.0466896440381667	0.034269383377812	0.0202651492122937	0.0	0.119166785833453	0.123931094311563	0.0	0.0	0.484202881007142	0.0	0.0
SLC25A33	ENSG00000171612	0.461895930745099	0.275324223146127	0.269444934416421	0.252489952291663	0.676930527279862	0.0	0.376017536242086	0.0	0.820673639816795	0.0	1.13882245757886
TMEM201	ENSG00000188807	0.0189240073734339	0.0291608328063304	0.0	0.0297324338462424	0.0	0.0	0.103567914660038	0.0	0.0	0.0	0.0
PIK3CD	ENSG00000171608	0.285738786846555	0.606953839997328	0.346461730346283	0.661569347868158	0.391499295588197	0.319488817891374	1.3294550062957	0.0	0.0	0.0	0.0
PIK3CD-AS1	ENSG00000179840	0.0039255273593283	0.0014882143838301	0.0	0.0161717308441805	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3CD-AS2	ENSG00000231789	0.0797280637267743	0.0238199361079453	0.0315698419613711	0.0	0.0	0.700280112044818	0.0	0.0	0.678585505005317	0.0	0.0
CLSTN1	ENSG00000171603	0.255725417040818	0.275222827391761	0.512292518305951	0.533279991759112	0.318959507473186	0.155159038013964	0.229367999402843	0.0	0.175484776695622	0.0	2.27764491515773
CTNNBIP1	ENSG00000178585	0.041004227345889	0.0524872674541874	0.0567883320834374	0.0630887173833077	0.0595833929167263	0.143636885952313	0.62283205109288	0.0	0.382157462912535	0.0	0.0
LZIC	ENSG00000162441	0.195258072097522	0.257406840795347	0.308601759239791	0.180092979829015	0.29661805327913	0.250979092908088	0.0	0.0	0.175484776695622	0.0	1.13882245757886
NMNAT1	ENSG00000173614	0.0244291393574122	0.0205451115304825	0.0268280643015045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBE4B	ENSG00000130939	0.192302124490699	0.228196241095871	0.158329651972938	0.23633941299931	0.123019387855526	0.143636885952313	0.0	0.0	0.296428042092782	0.0	0.0
KIF1B	ENSG00000054523	0.0608408819141374	0.0433942077966358	0.100237096820431	0.0415295356512403	0.337661692434983	0.40016006402561	0.130821559392988	0.0	0.0	0.0	0.0
PGD	ENSG00000142657	0.178558264461056	0.184094065797577	0.26030077735197	0.247768743033811	0.458264804559875	1.69587408124264	0.89410991593781	0.0	0.140056022408964	0.0	0.0
APITD1-CORT	ENSG00000251503	0.0072255790117999	0.0110898533244269	0.0	0.0180265928297424	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APITD1	ENSG00000251503	0.0178702012895838	0.0301630513168234	0.0351165518355422	0.0	0.0	0.0	0.0	0.0	0.175484776695622	0.0	0.0
DFFA	ENSG00000160049	0.0839471390499217	0.0655457083515951	0.0471934248352174	0.0724011688830042	0.0	0.489559712375766	0.189232661557385	0.0	0.140056022408964	0.0	0.0
PEX14	ENSG00000142655	0.0841737194710692	0.0771149355811311	0.0897207818572403	0.0382710761199257	0.123019387855526	0.0	0.189232661557385	0.0	0.0	0.0	0.0
CASZ1	ENSG00000130940	0.0568464801417465	0.03513375048407	0.0493970069621363	0.0467009933741269	0.0	0.0	0.220714009821773	0.0	0.0	0.0	0.0
RP4-734G22.3		0.0023096692577826	0.0029164932123733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TARDBP	ENSG00000120948	0.48066007436745	0.399572055140674	0.245917533035954	0.299593809662281	0.547633490958324	0.247862188623126	0.44531998318803	0.0	0.175484776695622	0.0	1.13882245757886
MASP2	ENSG00000009724	0.0011002804394784	0.0053246358794956	0.0	0.0073090278919813	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP4-635E18.8		0.012060709453456	0.0124846254075685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRM	ENSG00000116649	0.231581796301403	0.26568760373971	0.241715782367631	0.287140519944743	0.316838216381595	0.0	0.377286183963291	0.0	1.16939617109627	0.0	0.0
EXOSC10	ENSG00000171824	0.325125263726562	0.273666935044855	0.371341440164715	0.322146872506459	0.413428737844169	0.282885431400283	0.166917042230012	0.0	0.296428042092782	0.0	0.0
MTOR	ENSG00000198793	0.131847825210315	0.104060539272648	0.13583289748846	0.0821325108292252	0.489472086613287	0.0	1.10157765842208	0.0	0.242101440503571	0.0	0.0
UBIAD1	ENSG00000120942	0.200971560348025	0.16387162411638	0.101434365777528	0.172737496241644	0.18034855044677	0.0	0.0	3.94477317554241	0.140056022408964	0.0	0.0
PTCHD2	ENSG00000204624	0.0028153054733206	0.0039525991706908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO2	ENSG00000116661	0.0536078256828832	0.0710189104441825	0.136415699048556	0.169956489236344	0.0	0.0	0.118308192842354	0.0	0.0	0.0	0.0
FBXO44	ENSG00000132879	0.159099929865185	0.200175935733407	0.135563386339354	0.200238413981169	0.0	0.0	0.0740165056807668	0.0	0.0	0.0	0.0
FBXO6	ENSG00000116663	0.0432001216002344	0.0380133533402879	0.104142723894156	0.0416300610434335	0.0	0.688998810052213	0.0	0.0	0.0	0.0	0.0
MAD2L2	ENSG00000116670	0.19728286329473	0.250455725357964	0.203993765134284	0.279514168327665	0.807767503680802	0.282885431400283	0.0	0.0	0.296428042092782	0.0	1.13882245757886
DRAXIN	ENSG00000162490	0.0027453855168249	0.0014958406654456	0.0	0.0117751095379565	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AGTRAP	ENSG00000177674	0.0650491797433898	0.109325224560796	0.163271204726733	0.0637010110805927	0.71009668623513	1.21538287851262	0.0740165056807668	0.0	0.0	0.0	0.0
MTHFR	ENSG00000177000	0.232849459885183	0.109864373687764	0.135819472129226	0.188284725018467	0.0595833929167263	0.290697674418605	1.07246433680839	0.0	0.0	0.0	0.0
CLCN6	ENSG00000011021	0.187865195502761	0.0674403999450106	0.0	0.020252098117365	0.0	0.123931094311563	0.206235369199949	0.0	0.140056022408964	0.0	0.0
NPPA-AS1		0.0084050339297845	0.0	0.0	0.0205212815950782	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPA	ENSG00000175206	0.0012276277125661	0.004849120259302	0.008512261060832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KIAA2013	ENSG00000116685	0.0745540903077823	0.0718380231305887	0.222854938145351	0.0592433157833906	0.0	0.0	0.166917042230012	0.0	0.0	0.0	0.0
PLOD1	ENSG00000083444	0.0206204564510106	0.0109998601323443	0.0034142021248628	0.0159167490358429	0.117242915596825	0.565770862800566	0.0	0.0	0.0	0.0	0.0
MFN2	ENSG00000116688	0.114964224636554	0.104876690044699	0.163490654982181	0.274887243727618	0.237034660362404	0.0	0.0	0.0	0.0	0.0	0.0
MIIP	ENSG00000116691	0.252092253678971	0.21806783477848	0.295201446927122	0.191352029506412	0.397275767846898	0.16490765171504	0.301054892862413	0.0	0.0	0.0	0.0
TNFRSF8	ENSG00000120949	0.0	0.0010837010601955	0.008512261060832	0.004765199557027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF1B	ENSG00000028137	0.19245110813813	0.351673151150593	0.975264412424496	0.817497314466493	0.903318254197113	2.78580785758547	0.803969956338519	0.0	0.766132128518334	0.0	1.13882245757886
VPS13D	ENSG00000048707	0.244437626472664	0.230657835142494	0.232726439425916	0.367917471052924	0.0595833929167263	0.145348837209302	0.240804286316296	0.0	0.140056022408964	2.30096640589047	0.0
DHRS3	ENSG00000162496	0.0205863263833414	0.177643271936194	0.16585518123151	0.213294578369226	0.484198614892681	0.107342206955775	0.0493717445505937	0.0	0.0	0.0	0.0
RP11-474O21.5		0.0	0.0086633199172003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM2	ENSG00000116731	1.75966277236994	0.606825462375414	0.703704164120971	0.51813243773314	0.725432537510506	0.692006949798705	0.290871138532976	0.0	0.766132128518334	4.53810287121486	1.13882245757886
KAZN	ENSG00000189337	0.0020190830492325	0.0	0.0	0.0	0.0	0.0	0.118308192842354	0.0	0.0	0.0	0.0
EFHD2	ENSG00000142634	0.397043036048554	0.306097795809636	0.774616992436674	0.537713169612435	1.08187796825957	3.87579884247254	4.30255665288257	0.0	1.06256017061112	2.23713646532438	2.27764491515773
CASP9	ENSG00000132906	0.155863660384902	0.111839928183073	0.134968462004158	0.0474493246994047	0.134778155156612	0.107342206955775	0.0740165056807668	0.0	0.0	0.0	0.0
DNAJC16	ENSG00000116138	0.10417827872483	0.0553075729589092	0.0800769424678658	0.0923776927482569	0.0	0.143636885952313	0.0493717445505937	0.0	0.0	0.0	0.0
AGMAT	ENSG00000116771	0.0297145687525409	0.0478575184690931	0.0208472244530778	0.0322063438616738	0.419719092983885	0.0	0.0	0.0	0.0	0.0	0.0
DDI2	ENSG00000197312	0.145692511055151	0.0998157927376911	0.0034142021248628	0.0798475559368778	0.182775708520323	0.143636885952313	0.0	0.0	0.0	0.0	0.0
PLEKHM2	ENSG00000116786	0.106875194874291	0.0862402915505044	0.0666282117496919	0.0594489390654639	0.091622916723931	0.272249858670815	0.130821559392988	0.0	0.0	0.0	0.0
