gene	ensembl_gene_id	Basal	Club	Endothelia	Fibroblast	Hillock	Leukocytes	Luminal	Smooth.muscle
CDK11A	ENSG00000008128	0.272050091428346	0.23681504103371	0.296938743653346	0.177839227103385	0.257076798769076	0.242452168910108	0.18187236518226	0.18938176843335
SLC35E2A	ENSG00000215790	0.0076263790985726	0.004311940311346	0.0024052071074724	0.023652772591916	0.0059864811940987	0.0391456733402941	0.0220397949101236	0.0188878887761266
NADK	ENSG00000008130	0.311316083749324	0.39942715826085	0.308713111671811	0.300370306981136	0.389938131049619	0.369957057369035	0.451254920704895	0.455572542115349
GNB1	ENSG00000078369	0.835263371288669	1.36355640755867	2.0246268139848	1.37716791394863	1.15807493096516	1.66501348032995	1.67085693168182	1.2740902883795
CALML6	ENSG00000169885	0.0024668483770422	0.0	0.0	0.0	0.0018379748643016	0.0	0.0024432316610968	0.0023838136118887
TMEM52	ENSG00000178821	0.106695435788879	0.0350578963080647	0.0117670364615325	0.0269036852266279	0.0680284118380654	0.0555869764353992	0.075262470484463	0.0118966954153479
CFAP74	ENSG00000142609	0.0139846829177556	0.0104884882076525	0.0053903666357035	0.0284875051935426	0.0144171402215047	0.0	0.0342144469480944	0.0128096984600965
GABRD	ENSG00000187730	0.0	0.0	0.0018458419286882	0.0	0.0016461643023202	0.0	0.0013793861422151	0.0170490971407166
PRKCZ	ENSG00000067606	0.215701776548464	0.200683993822985	0.0607646418497135	0.0658024029082741	0.204858842717207	0.132082529348677	0.347885344234426	0.0802730855148435
PRKCZ-AS1	ENSG00000182873	0.0028330657093954	0.0	0.0057687639885714	0.0059377098312787	0.0054512663744438	0.0	0.0050565392027986	0.0057975636121614
FAAP20	ENSG00000162585	1.6648424467315	1.48339672916857	1.34001449849457	1.35651555973926	1.46531909636087	1.33139372864533	1.78719625974491	1.12068828725606
SKI	ENSG00000157933	0.200567218918049	0.127582260727035	0.518338100815307	0.415351731362063	0.14192447839268	0.417992073227702	0.294257370969559	0.548351341690847
MORN1	ENSG00000116151	0.054210529648806	0.0560193764288414	0.0028307979036403	0.0159945426169445	0.0448078299833435	0.0291211315577861	0.0617077232008221	0.0415939033016073
RER1	ENSG00000157916	1.37530131016244	2.04374588566973	0.909588036445487	1.13762222157882	1.61950866186506	1.14681625650168	1.79181870309931	0.988721290750906
PEX10	ENSG00000157911	0.219815955890539	0.186491459757807	0.0944420272899675	0.0956481315474667	0.194857820198962	0.189129332150875	0.232253228005216	0.122920628859712
PLCH2	ENSG00000276429	0.199959632146048	0.0690474912092676	0.0075777563868884	0.0116797185512964	0.150322844287018	0.0683442274813125	0.0734003685876974	0.009299247843863
PANK4	ENSG00000273494	0.0799091526354837	0.0644433834251602	0.0993676320997801	0.155103022503281	0.0621824058058436	0.0476845625876775	0.0964490141850113	0.0910981910597973
HES5	ENSG00000273529	0.0022090037589635	0.0062581744669973	0.0661199060859416	0.0	0.0007135402381838	0.0	0.0295386787676838	0.0151165307700297
TNFRSF14-AS1		0.0374648544503132	0.123359045506692	0.0505280785492184	0.0181016009727097	0.0619050312904175	0.0930633451299848	0.0409765888844565	0.0181986652834226
TNFRSF14	ENSG00000273936	0.450862319040458	0.745895888505396	0.755998136428767	0.358001176426502	0.575296388003695	1.16526138703332	0.670641444058481	0.247203885375785
PRXL2B	ENSG00000275125	0.0717512380855713	0.105472543867011	0.157097395410707	0.0334778633391964	0.109854397483393	0.0745741238011986	0.122324335347593	0.077656263545372
MMEL1	ENSG00000277131	0.0692866461273923	0.234990248653734	0.0231761195760235	0.0095976514960167	0.142859940141598	0.0245933056747204	0.284623759309664	0.0
TTC34	ENSG00000275571	0.0077513025757696	0.0050263047515665	0.0088874426310289	0.0035559373436949	0.0017181195744529	0.0	0.0010909988423133	0.0036853107067944
LINC00982	ENSG00000177133	0.0025596745735437	0.0	0.0073596132538922	0.0040803208589412	0.0	0.011732858205231	0.0016185660169946	0.0409548468737223
PRDM16	ENSG00000142611	0.0084898215229862	0.0019977125232789	0.0116083432432196	0.0184171468439569	0.0030666250215717	0.0	0.0014175879695576	0.0927614207560435
ARHGEF16	ENSG00000130762	0.19742533817327	0.0840176006803644	0.0024289909681082	0.0152525761229208	0.202401445048741	0.0457937921843846	0.0918793532163035	0.0156425155977899
MEGF6	ENSG00000162591	0.106365015419491	0.0287670888581311	0.0466466314639662	0.0124025751348782	0.0440355642175479	0.0	0.0602056625289399	0.0091658985357368
TPRG1L	ENSG00000158109	0.148788284129568	0.141363633170175	0.23470821389688	0.164494101244432	0.147635762952822	0.188001540338128	0.23815073154562	0.18128742979357
WRAP73	ENSG00000116213	0.186345403050027	0.149426707789498	0.190208179093514	0.139696554383761	0.152223342886554	0.171969640980188	0.17364497757449	0.0877940526657379
TP73	ENSG00000078900	0.0542724201894215	0.0034696331448762	0.0	0.0	0.0020780211279269	0.0123517222858015	0.0051574343798286	0.0066750674684304
TP73-AS1	ENSG00000227372	0.0790673756099806	0.0562292762413784	0.0998672565276689	0.0541989293708053	0.0429253399437347	0.0887448422809707	0.0832902405402468	0.0702102833910949
SMIM1	ENSG00000235169	0.189060145173635	0.182753500914252	0.0276113546221883	0.0408669512426464	0.127668395250735	0.223478016791023	0.257759559884865	0.0699100935033962
LRRC47	ENSG00000130764	0.273271523107139	0.201589856230913	0.168889282528796	0.326711751539713	0.230301332652759	0.161316089986369	0.308697338094656	0.388961628382026
CEP104	ENSG00000116198	0.254388553257327	0.191735369855662	0.195884550253186	0.240985085138613	0.232950478552331	0.174006895450781	0.194492904602625	0.255214616212961
DFFB	ENSG00000169598	0.0134928679071775	0.0080846296376445	0.022802384648824	0.0412424847747943	0.0087488282752208	0.0479943689080883	0.0202931501336486	0.0107922664259213
C1orf174		0.249870901502425	0.138766411645879	0.169473123163751	0.111702232876028	0.204500917276859	0.393988562578847	0.137390052885687	0.186728416698076
LINC01134	ENSG00000236423	0.0113540088117536	0.0189902404981619	0.0115087695079162	0.0030866327809953	0.0058453037642741	0.0426830758310338	0.0167535521090521	0.0094694015474579
LINC01345	ENSG00000226374	0.0005843825165999	0.0	0.0	0.0	0.0	0.0	0.0	0.0020145578554101
AJAP1	ENSG00000196581	0.000396937115723	0.0	0.0064892471190032	0.0405956851085091	0.0016990443714219	0.0	0.0	0.0787004740972876
NPHP4	ENSG00000131697	0.0208204149343149	0.0155046198716215	0.0581208930258692	0.0306050508151654	0.0089441078924373	0.0575947766642885	0.027440379831877	0.0526476442573702
KCNAB2	ENSG00000069424	0.0207561616616132	0.0040669874792582	0.0122168107543934	0.0126893187692814	0.0140846973710776	0.556020441557308	0.0077710190906466	0.0586830091827827
CHD5	ENSG00000116254	0.0029231888747555	0.0012551265759251	0.0084910063394349	0.0103039659668642	0.0	0.0	0.0037821102327519	0.035343478676468
RPL22	ENSG00000116251	12.2168732737466	10.7671689290003	10.7714194429583	8.66624658830814	10.767030278036	11.785378657863	10.5019397950526	9.86881755531674
RNF207	ENSG00000158286	0.466241968132777	0.556981932600391	0.0706588407670364	0.137680223671655	0.551979145650582	0.0510868026160423	0.144784663370765	0.0960146864722404
ICMT	ENSG00000116237	0.146943205261001	0.176587884667467	0.145314935115569	0.104596924167528	0.200988777080554	0.0467466466402553	0.319674849886567	0.231420321338199
LINC00337	ENSG00000225077	0.0059997795318674	0.0	0.0	0.0	0.004699843238679	0.0	0.0042148080570186	0.0
GPR153	ENSG00000158292	0.0257865065741481	0.0236098456778858	0.0155222281838827	0.0844861513577784	0.265692969525942	0.0489176178189716	0.0133675976671836	0.0595329620672691
ACOT7	ENSG00000097021	0.207438685938401	0.0934469260501305	0.334838248032151	0.0810817293473155	0.292890523968632	0.336315419528152	0.0846952532088582	0.10383061567244
HES2	ENSG00000069812	0.125643330270874	0.0458001139958037	0.0355009906125521	0.0225869099894497	0.412917516936216	0.0532849859835485	0.16569126404336	0.0249210386841209
ESPN	ENSG00000187017	0.0306533506840808	0.0138592817487857	0.0	0.0020078168165373	0.0593874047831795	0.0	0.025001592276003	0.003738624296436
TNFRSF25	ENSG00000215788	0.0452285871154545	0.0217017499010162	0.0639128656212465	0.0112952361607834	0.111887799708467	0.0334821421515849	0.0169285732357715	0.0205242676827681
PLEKHG5	ENSG00000171680	0.0473001315511787	0.0487603846639139	0.0827063883415888	0.0136479676237948	0.089912708841963	0.0184956186628959	0.0267789934429344	0.0305111528741944
NOL9	ENSG00000162408	0.110116960956176	0.0508456883688735	0.132764574216438	0.128149668033661	0.109890007731064	0.0721700968782805	0.104804362420562	0.126210782017518
TAS1R1	ENSG00000173662	0.0003849450384726	0.0	0.0015774101486655	0.0	0.0	0.0	0.0	0.0
ZBTB48	ENSG00000204859	0.136626687885637	0.0983086717051704	0.0740076406092438	0.0944284922020985	0.0925002613469833	0.0672290759566003	0.131866052589207	0.0845843308219999
KLHL21	ENSG00000162413	0.654788192861289	0.373654936879214	0.795675705732336	0.841265298529994	0.495761236586599	0.609477535278148	0.82753117967535	0.94332390092669
PHF13	ENSG00000116273	0.282651966400736	0.230998080895662	0.232857398852643	0.309659835168793	0.203894569660572	0.197377815050227	0.317895368570186	0.139166498678927
THAP3	ENSG00000041988	0.236672007726025	0.280679090280084	0.363523659459707	0.684135257142694	0.231983860031843	0.218962115762092	0.279592292148123	0.397142408546881
DNAJC11	ENSG00000007923	0.08009650170803	0.0570781102521014	0.0664518235486054	0.0556501064634608	0.0830771848425399	0.0355245936996288	0.0462956641339374	0.049182849433868
LINC01672	ENSG00000228750	0.0094933024371062	0.0143329075671982	0.0206254437786004	0.0110353288749501	0.0100473943036931	0.006750379852578	0.0145948650053496	0.024646060030898
CAMTA1-DT	ENSG00000237436	0.0103847620813799	0.0132883264086276	0.0072766977030304	0.0026392841346159	0.0114273097111505	0.0	0.0092653352995048	0.0020628109301978
CAMTA1	ENSG00000171735	4.67582901624529	4.52453465595611	4.12477999183483	4.06622733666073	4.59963321045616	2.77281724427779	3.91815811188343	3.96120811301894
VAMP3	ENSG00000049245	0.921844444711912	1.15964719757637	1.36888795893237	0.805081283737805	1.23488983664182	1.10284214092382	0.953449467341368	0.960081388469334
PER3	ENSG00000049246	0.19736953834205	0.175241451326722	0.131681577522084	0.217928961673236	0.130168335157061	0.143319565252211	0.166002956723851	0.182984444321623
UTS2	ENSG00000049247	0.0003883944099577	0.0	0.0	0.0102311801979571	0.0013158590133184	0.0254005587600969	0.0451757011882386	0.0132022586480733
TNFRSF9	ENSG00000049249	0.0129024434137542	0.0083978000052622	0.0282414262174785	0.0226515550920678	0.0046703956313332	0.212348131830323	0.0027321718450754	0.0092854756091269
PARK7	ENSG00000116288	4.89849074740271	4.54689608809057	3.76650779361729	3.63324253303351	4.33226102293454	3.66354323680122	5.12641814528554	4.68217489014396
ERRFI1	ENSG00000116285	7.67234579442553	4.19686251262385	0.735478687750859	2.11182455380779	4.49167124076314	1.83810221575608	5.3063872546309	1.77774904725852
LINC01714	ENSG00000227634	0.0104683411433565	0.0017594498225515	0.0	0.0	0.0033288092990936	0.0	0.0007007648165132	0.0
SLC45A1	ENSG00000162426	0.0248578686387873	0.0065479276443915	0.0124418687113596	0.0315009363015337	0.0056805591869242	0.0122645882989991	0.0347277802254991	0.0309704127522495
RERE	ENSG00000142599	0.9639757544933	1.3042358360838	1.43150525439539	0.617822672036518	1.18719890618997	0.777768963961256	1.44746558032548	0.661148581032778
RERE-AS1	ENSG00000232912	0.0067354181221796	0.0070062904469811	0.0034292132723872	0.007301151648372	0.0026321307430468	0.0	0.0201336182226963	0.0
ENO1	ENSG00000074800	5.83909615767737	2.59081486307	6.38178056131161	4.49868189434757	4.60149495616945	4.64635378165998	2.33583633504909	3.82074788104515
ENO1-AS1	ENSG00000230679	0.0357358498646876	0.0111556218323168	0.031564262440324	0.0163097224198367	0.0191752393880589	0.0650081481845034	0.0308270410264157	0.0273475697922453
CA6	ENSG00000131686	0.0004654404016116	0.0	0.0	0.0	0.0	0.0325796091437566	0.0031453333018045	0.0
SLC2A5	ENSG00000142583	0.0264933959919041	0.0012148819935996	0.0015068275472212	0.001730060705157	0.0018238195753092	0.102941976395006	0.091495339860381	0.0059760802314173
GPR157	ENSG00000180758	0.143072794878014	0.0696886594575057	0.0573965792579766	0.060315534155039	0.264106560150973	0.126215116241028	0.0933953428849482	0.0701875365703478
MIR34AHG	ENSG00000228526	0.01220442379197	0.032415055399887	0.0111741692864376	0.0120895047863642	0.0719021822872579	0.0553385524905576	0.0101803494870416	0.013792818557466
LNCTAM34A	ENSG00000234546	0.0773234954041363	0.0437338997589236	0.0077501270527185	0.0074891856514126	0.150586987188039	0.030655753503391	0.0580766859618292	0.0361079601352018
H6PD	ENSG00000049239	0.194429739788798	0.429581981076529	0.252751072690391	0.267524584533978	0.203607127052291	0.136169119207136	0.332351459656608	0.0784298443789919
SPSB1	ENSG00000171621	0.647311990507315	0.659489253828482	0.862945828772576	1.72258504357812	0.921349822962013	0.416869301606998	0.501936675607897	0.774593630267242
SLC25A33	ENSG00000171612	1.51291665666676	1.01440106213061	0.898240972930327	1.66674953222976	1.30431974470904	1.11201911077571	1.33488599082492	1.32188712798849
TMEM201	ENSG00000188807	0.0426799114330613	0.0231190968352567	0.0307643603252208	0.0493652139881704	0.0279051763437354	0.0431922508785364	0.0379589692025545	0.0355312734234651
PIK3CD	ENSG00000171608	0.0481740984999246	0.0703758719477033	0.0329583011193727	0.0210625140284919	0.0201493129711095	0.111407647000006	0.0361310145292479	0.0299642318670564
PIK3CD-AS2	ENSG00000231789	0.122067636397213	0.0901672409801478	0.0139593161273772	0.0163678083220776	0.0477912101780275	0.0634856912415551	0.151258397992783	0.104452486958611
CLSTN1	ENSG00000171603	0.809904856035352	0.680669802333807	0.349083810354203	0.366075361572212	0.634141618792765	0.302914328619635	1.20655663548911	0.394706611399144
AL357140.1		0.0002687805332869	0.0032309005137728	0.0	0.0	0.0	0.0	0.000736793806598	0.0
CTNNBIP1	ENSG00000178585	0.648092897306754	0.979361853240784	0.331751096263604	0.21008347537303	0.767288777697035	0.487915817276432	1.02511485939025	0.352602353954038
LZIC	ENSG00000162441	0.366716838792821	0.366652883752227	0.208812841513502	0.248566118944023	0.345911410988526	0.271418250592133	0.416190902802566	0.267779607675489
NMNAT1	ENSG00000173614	0.0930675836376233	0.0920664406120806	0.0865363686536718	0.0505501748015191	0.0858175485187041	0.0909046904302661	0.0786074362566313	0.084159708769917
RBP7	ENSG00000162444	0.189901851652186	0.0865684630725117	1.38262005393294	0.035672745260833	0.0949538195407419	0.398722706840059	0.375480830092718	0.107203299924277
UBE4B	ENSG00000130939	0.222422133000769	0.377291604499424	0.292115465671296	0.156193354424874	0.244341143440777	0.351372881444499	0.413214483577185	0.207745343619863
KIF1B	ENSG00000054523	0.355992323572025	0.340937166114626	0.881581691433578	0.623513029075218	0.320816134823592	0.552755050522998	0.63860959750199	0.820727519194722
PGD	ENSG00000142657	0.479462962799252	0.832060040775217	0.910615196911426	0.520036150201186	0.987262602334437	1.28379980544306	0.573518777449329	0.175547852660053
CENPS-CORT	ENSG00000251503	0.0025368353653349	0.0016800896705985	0.0	0.0	0.0038065505146205	0.0	0.0052791654666166	0.0
CENPS	ENSG00000175279	0.0820290710435811	0.0833545533790228	0.0429021560217803	0.0365678209567475	0.0588840599561972	0.0570155926029652	0.0968836623747693	0.0375741319575333
CORT	ENSG00000241563	0.0004508001248958	0.0	0.0087960913522644	0.0	0.0055568179398094	0.0	0.0	0.0
DFFA	ENSG00000160049	0.651890334616754	0.271955548945069	0.744364729034454	0.343936889950424	0.551665362524709	0.361327580666056	0.379777335293261	0.36232173365605
PEX14	ENSG00000142655	0.21127245179309	0.177405882351079	0.15077984236422	0.136239600547259	0.216459513459155	0.112198773939635	0.190146308287748	0.155246520449392
CASZ1	ENSG00000130940	0.298690574380298	0.480911675026103	0.141252610894006	0.0528866257963131	0.357305789209794	0.044595066949765	0.802862728176941	0.135737423226999
TARDBP	ENSG00000120948	1.31673362194238	0.996783032335533	1.14331849008324	1.05962883883073	1.02559051657674	0.760550483964481	1.08843712550943	0.858002507764868
MASP2	ENSG00000009724	0.003529124766323	0.0042486300912241	0.0	0.0044229125419548	0.0013541739685543	0.0	0.0019772875234153	0.0069522066431735
SRM	ENSG00000116649	1.8488089548844	0.557189866775496	1.99819749330533	2.05627487600766	1.30918774401754	0.969232670867728	0.992182841053011	1.48258131144287
EXOSC10	ENSG00000171824	0.202482733034338	0.1248115191096	0.15914550383904	0.153054619727394	0.135685316991474	0.127977487724238	0.134830648347316	0.20037853587015
EXOSC10-AS1	ENSG00000230337	0.0086753277552254	0.0014124794381826	0.0068701675844333	0.0066816390788864	0.0138901201882643	0.0097317387324033	0.0085961454834268	0.0018287008281991
MTOR	ENSG00000198793	0.0889913503748188	0.0882727242739513	0.151942403130966	0.0862309783077719	0.0838656433521035	0.0987449237773642	0.145129512078158	0.145681676296871
MTOR-AS1	ENSG00000225602	0.0007968704677634	0.0	0.0	0.0	0.0	0.0	0.0008119713988787	0.0
ANGPTL7	ENSG00000171819	0.0009302181420396	0.0	0.0	0.173913210389184	0.0	0.0	0.0023707164617404	0.0022232727656781
UBIAD1	ENSG00000120942	0.262580896247428	0.136472287194539	0.193332417152443	0.218407901954864	0.154161862950761	0.102498553999098	0.16005341888812	0.266947129439703
FBXO2	ENSG00000116661	0.906100358831796	0.519121311847727	0.0552286399472732	0.562667502552175	0.390572687746619	0.146213632029621	0.318597140960019	0.116121216982775
FBXO44	ENSG00000132879	0.190098918496079	0.138343383480504	0.0756420775828772	0.235220192248444	0.107524277871137	0.117948344966641	0.206441151245391	0.140898174948691
FBXO6	ENSG00000116663	0.116974414205104	0.198701558769776	0.0732688216847719	0.132728184690675	0.138313791536234	0.0926664073569099	0.175025703719372	0.0884465324356163
MAD2L2	ENSG00000116670	0.436555749034409	0.336762801105824	0.79190134948254	0.596723922668102	0.283997823911211	0.329302799458119	0.619447899713191	0.528306323463931
DRAXIN	ENSG00000162490	0.0471573776211462	0.0377720128890458	0.0277853509304811	0.0266925404387269	0.0514411219754687	0.0950187289672473	0.0251303355075869	0.0206189296898539
AGTRAP	ENSG00000177674	0.477657603782639	0.624423608144526	0.598414211077311	0.342100799923826	0.357053604734678	0.611701346342278	1.62290319914533	0.247019329305214
C1orf167		0.0206303069143245	0.0832353011176584	0.04353696733542	0.0198219570170331	0.0403614783608789	0.011305744399655	0.0338135393616099	0.0969184201867901
MTHFR	ENSG00000177000	0.0950891758488426	0.113679544643458	0.0876484109072223	0.139890202574575	0.136429378503142	0.325768745674025	0.288361464514413	0.457420954588021
CLCN6	ENSG00000011021	0.0574841120501684	0.0814260168143661	0.0970956001366055	0.0796992662684951	0.0590570378465675	0.171595628826303	0.0936781497553248	0.0896313856228583
NPPA-AS1		0.0045478304268461	0.0015837781719904	0.0073695181689658	0.0057686043136326	0.0006680129834949	0.0163970844837951	0.0261165994951235	0.0
NPPA	ENSG00000175206	0.0	0.0	0.0043670879001932	0.0	0.0	0.0	0.0023624708242323	0.0466875266245575
KIAA2013	ENSG00000116685	0.146168424125453	0.283885899034227	0.276512965352614	0.196697111798061	0.222119747058707	0.165702030451182	0.404104630857676	0.286261942687202
PLOD1	ENSG00000083444	0.114747086832346	0.0617052794463422	0.25821610515412	0.192028130846592	0.0425963184809836	0.1596352591029	0.269849180618808	0.484306825138905
MFN2	ENSG00000116688	0.155109146251385	0.134602278200933	0.220036627373817	0.0831037879955237	0.248716157977843	0.134963705693423	0.210500961069044	0.17485230294405
MIIP	ENSG00000116691	0.13115601938848	0.0966657743649282	0.121888847045652	0.0932290339629374	0.103482066858668	0.194303661580638	0.176727222530052	0.21168515939416
TNFRSF8	ENSG00000120949	0.001101605348336	0.0	0.0067960824307798	0.0033386495018214	0.0006395677984042	0.0094823510933479	0.0	0.0179158201151986
TNFRSF1B	ENSG00000028137	0.0814762178782424	0.148501250829949	0.534769029381201	0.210123132037192	0.152299290390287	2.2160356021327	0.0291841357063506	0.232567780418921
