gene	ensembl_gene_id	B.cell	Cholangiocyte	Endothelial	Erythroid	Hepatocyte	Kupffer	Stellate	T.NK.cell
DFFB	ENSG00000169598	0.0453710389260374	0.045939844936916	0.03744019396554	0.0	0.0276030086120361	0.0837853526405346	0.157354389377551	0.058697972786063
C1orf174		0.358618326544348	0.433293474578397	0.299404560003776	0.188916802441966	0.178949348711333	0.231936323484759	0.0	0.514861837911541
LINC01134	ENSG00000236423	0.0	0.0	0.0	0.0	0.0065124729815552	0.0164996801345173	0.0	0.0076440499170182
AJAP1	ENSG00000196581	0.0	0.161858281906172	0.0136644713054907	0.0	0.0	0.0	0.0	0.0
NPHP4	ENSG00000131697	0.0219944223961145	0.0847038423583718	0.037340040741788	0.0	0.0231652236841572	0.0660906902694237	0.0	0.0330194271262804
KCNAB2	ENSG00000069424	0.271127130700956	0.137535359632616	0.096025123426358	0.0	0.0149970430989806	1.13652815414863	0.0	0.845286650971495
CHD5	ENSG00000116254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0087442314648407
RPL22	ENSG00000116251	16.8081452753203	13.1195912825889	13.2812991626945	8.76225149413837	9.38383535545625	14.1603859693578	12.9286122999837	14.2627352202581
RP1-120G22.11		0.0482315847926845	0.0	0.0	0.0	0.0288612189867103	0.0	0.137288316314145	0.0046222988775185
RNF207	ENSG00000158286	0.0607695274594359	0.263108467644022	0.0367733754082216	0.0	0.0579575970824916	0.0	0.0	0.0292102645227307
ICMT	ENSG00000116237	0.133416219929752	0.294793654855886	0.404843342614883	0.0	0.282561833561096	0.185322548283156	0.608494249862267	0.235416018327026
LINC00337	ENSG00000225077	0.0	0.0280475439650186	0.0077194488873897	0.0	0.0116713081430605	0.0	0.0	0.0024064242245252
GPR153	ENSG00000158292	0.0	0.15082323109759	0.0107333332535473	0.335677129769225	0.433201216285543	0.0106923748516794	0.0	0.0604815170822864
ACOT7	ENSG00000097021	0.127283437575582	0.164312525961188	0.144213493912576	0.118899529328039	0.223800938664541	0.0204592953314805	0.117226840235062	0.264626005633282
RP1-202O8.3		0.0251250283164161	0.0129703274639539	0.0	0.0	0.0168245669163435	0.0107846074756295	0.0	0.0231782426705214
HES2	ENSG00000069812	0.0	0.0	0.0295134552182915	0.0	0.0016741243216848	0.0042973273239129	0.0	0.0121776855915245
ESPN	ENSG00000187017	0.0802084107003146	0.278194687550049	0.0784308270706757	0.832718984087722	1.3005466799524	0.0515711291412777	0.0	0.0531634064881795
TNFRSF25	ENSG00000215788	0.0303308858246663	0.059243066138474	0.15440466054182	0.0	0.0140896459703343	0.0099070533463402	0.0	0.33248059024519
PLEKHG5	ENSG00000171680	0.0	0.0154623594699156	0.150616187108516	0.0	0.0057755672755148	0.0096674069006948	0.0	0.0014596572160132
NOL9	ENSG00000162408	0.381638848784591	0.190431389409383	0.28335380496392	0.245805877044663	0.191111842060095	0.244832907385155	0.123933851850278	0.263345020230078
TAS1R1	ENSG00000173662	0.0059667838686001	0.0	0.0021031821838227	0.0	0.0018315069302641	0.0	0.0	0.0
ZBTB48	ENSG00000204859	0.108768315524041	0.207169658559051	0.123743476659989	0.0	0.22057531909664	0.159703639183534	0.0	0.175384770285802
KLHL21	ENSG00000162413	0.157744450208193	0.11850892854348	0.132181197527993	0.0	0.308485344065363	0.176221583415978	0.0	0.152001713780311
PHF13	ENSG00000116273	0.111372736303904	0.181564636902529	0.173619719678306	0.0	0.12918775373483	0.0309130567223087	0.0	0.0980213685338752
THAP3	ENSG00000041988	0.228930868152365	0.294091168251673	0.18458151774935	0.335677129769225	0.146199615625236	0.158816579589426	0.567457946443128	0.239521854167164
DNAJC11	ENSG00000007923	0.115957794214293	0.128324859940328	0.102478480515091	0.117156057913017	0.175250437353624	0.126747129203884	0.0	0.0995105958842862
RP11-312B8.1		0.0041066350273161	0.0372522978110606	0.0	0.0	0.0012526070716699	0.0030547925228957	0.0	0.0188489598715901
CAMTA1	ENSG00000171735	1.24671510565835	1.82156729853853	1.53980205863808	1.19712170503087	2.43756028223569	1.28579308451173	1.99584656257147	1.06762283895704
VAMP3	ENSG00000049245	0.254292006958378	0.782478439482272	1.29582937772712	0.400286889342483	0.465245305457811	1.13995599894977	0.788038969600234	0.431782364781588
PER3	ENSG00000049246	0.0831083110232295	0.195292233974483	0.271801420495329	0.0	0.358395304977308	0.129288515852976	0.401363581642572	0.0981062296037811
RP3-467L1.4		0.0284781106083713	0.0	0.0	0.0	0.0	0.0112036466724352	0.0	0.0167936678325663
UTS2	ENSG00000049247	0.0	0.0	0.0	0.0	0.0014212070228658	0.0	0.0	0.0773582656073593
TNFRSF9	ENSG00000049249	0.0	0.0	0.0053332463411793	0.0	0.0	0.0044941590995056	0.0	0.176664654201947
PARK7	ENSG00000116288	4.28397194592226	4.19766636876873	2.70424131902769	1.97374400846837	3.40240886250871	2.57312432646038	5.37371025555597	4.31448534530466
ERRFI1	ENSG00000116285	0.19090332938428	2.57936997351762	0.692048140266267	0.967182326037704	5.85460726734545	0.211352332104163	2.34091951309558	0.188469726548118
RP11-431K24.1		0.0	0.02156933616285	0.0	0.0	0.0092254545400942	0.0025982177867957	0.0	0.0
RP11-431K24.3		0.0	0.0307835307293564	0.0	0.0	0.0402434946914041	0.0	0.0	0.0
SLC45A1	ENSG00000162426	0.0	0.0	0.0054910908250302	0.0	0.0027777249956977	0.0060734723861899	0.0	0.0130362008671004
RERE	ENSG00000142599	0.615221285581756	1.08120775747034	1.46043932660644	0.105112401586504	0.309280131222434	0.517992921833859	0.286036154246294	0.597146204119282
RP5-1115A15.1		0.0033749238427194	0.0	0.0387064874321417	0.0	0.0016877177555599	0.0066529681126909	0.0	0.0039326745441552
ENO1	ENSG00000074800	3.79670833374642	4.65916958167009	1.98137204672782	0.77489234757774	3.49689013578659	4.24792656497212	3.64752711597595	4.2017920757218
ENO1-AS1	ENSG00000230679	0.125500989016801	0.0128931707293697	0.0488885927141392	0.0	0.0170445857604571	0.0193204768805946	0.0	0.0619090261159786
SLC2A5	ENSG00000142583	0.267704511631048	0.0	0.0114239258660853	0.0	0.0017867614409171	0.0185425226064134	0.0	0.023255377596909
GPR157	ENSG00000180758	0.0377397079395158	0.0453364322129764	0.0179130883388542	0.0	0.192511704641158	0.0123695612964306	0.0	0.0360938214888938
MIR34AHG	ENSG00000228526	0.0242475612758149	0.0654145467383116	0.0089804714167515	0.0	0.0040240255402969	0.0099962158348832	0.0	0.005956657063935
RP3-510D11.2		0.0	0.0946969982243853	0.0029725032163811	0.0	0.0090459815464266	0.0019606403736528	0.0	0.0149663938578266
H6PD	ENSG00000049239	0.250285010561836	1.00773312607475	0.429622296220266	0.388428999529458	1.99406660476759	0.413290953528037	0.197142092751127	0.333777997462894
SPSB1	ENSG00000171621	0.0970672981088955	0.371383163139278	0.169357049808588	0.0	0.27193332158485	0.012914105952532	0.0	0.0305357980283719
RP13-392I16.1		0.0	0.0	0.0	0.0	0.0040925928418907	0.0	0.0	0.0
SLC25A33	ENSG00000171612	0.207752672366191	0.679089906126749	0.1967054497404	0.251406042683484	0.677158798761922	0.134814498809987	0.525782755748194	0.202945612353725
TMEM201	ENSG00000188807	0.0233172999506224	0.0538756107285262	0.0581544961498269	0.0	0.0221569143486502	0.0311645343755934	0.431911403302287	0.0263963179894213
PIK3CD	ENSG00000171608	0.146121321798724	0.0	0.0652219842615392	0.0346164959226371	0.0004025504967544	0.576985181073817	0.0	0.561730649513386
PIK3CD-AS1	ENSG00000179840	0.0	0.0	0.0	0.0	0.0	0.0070463906772546	0.0	0.0026869156548993
PIK3CD-AS2	ENSG00000231789	0.257327783297206	0.0095107724136579	0.0038615322002202	0.0	0.006928934104866	0.0	0.0	0.0820269657521171
CLSTN1	ENSG00000171603	0.311703263578898	1.03037597265818	0.786433501915479	0.36640585612239	0.026716777963602	0.362101932594853	0.580616076635546	0.442073630223337
CTNNBIP1	ENSG00000178585	0.245089165266603	0.38702593656132	0.332813685736605	0.293065366013066	0.296794273257196	0.591490730126366	0.449026441605755	0.540145849499454
LZIC	ENSG00000162441	0.247586287761251	0.119022345399209	0.198903726979365	0.122856448809841	0.288778273808391	0.322141696581608	0.20479035016419	0.312014840646164
NMNAT1	ENSG00000173614	0.092944323223075	0.101620212549318	0.126623874301129	0.0	0.112952374571206	0.142269034416567	0.0744175208410172	0.056110193167374
RBP7	ENSG00000162444	0.188168750221058	0.31508585730029	1.15410329742364	0.790604773084759	0.045451353577246	5.055902559497	1.32751472180505	0.0961441940531367
UBE4B	ENSG00000130939	0.296328079261483	0.24821094183244	0.376365798606109	0.536783150190866	0.208993214028949	0.326048280193055	0.456682224785269	0.305940256604429
KIF1B	ENSG00000054523	0.168035767244519	0.25661712510926	0.36454602297153	0.0	0.474794244572601	0.34323160226916	1.02370583431162	0.216301238805805
PGD	ENSG00000142657	0.546649266681521	0.924071887540568	0.316485318434297	0.0660603536321251	0.821812329708416	2.35020512120589	0.911972018169302	0.333508575602349
APITD1-CORT	ENSG00000251503	0.054016608061279	0.0	0.0	0.0	0.0009822654492767	0.0	0.0	0.0040067090172166
APITD1	ENSG00000251503	0.182926992945963	0.50678376225931	0.024514013354052	0.0	0.0789746578401303	0.0622380001830849	0.420274474528534	0.11507730562806
CORT	ENSG00000241563	0.004714860069007	0.0	0.0029497531210232	0.0	0.0	0.0070394795332254	0.0	0.0029610000563109
DFFA	ENSG00000160049	0.499952771251923	0.558545215271399	0.43499500657309	0.0	0.370764134598211	0.361070397954242	0.299107388030833	0.394285714714788
PEX14	ENSG00000142655	0.0633435222307619	0.0863034614259569	0.153730552647328	0.0	0.587270322350229	0.109418820768273	0.197142092751127	0.156038641898092
CASZ1	ENSG00000130940	0.0	0.241533391920656	0.0875648996231457	0.0	0.0696900384970345	0.0	0.0	0.0707569773079496
C1orf127		0.0032507605289595	0.0	0.0	0.0	0.0	0.0155797982403788	0.0	0.0005729708209344
TARDBP	ENSG00000120948	0.741434347952515	0.719961576012693	0.728952410018965	0.493593912104069	0.672321167363954	0.696759440033413	0.602134934888361	0.703570535834898
MASP2	ENSG00000009724	0.236146597422851	0.19639400907108	0.268502690241484	0.576986486856499	5.51394563519979	0.298564123692182	0.123933851850278	0.210882549057961
RP4-635E18.8		0.0097423295960412	0.0	0.0237194354756112	0.0	0.007976403027387	0.0	0.0	0.0177640676944886
SRM	ENSG00000116649	3.39700735329393	0.535634813340631	0.549692850389019	0.0	0.574715974898314	0.56746984011097	2.25963175409945	1.16069664613307
EXOSC10	ENSG00000171824	0.267557681862388	0.233152294066615	0.259446018617048	0.0	0.135159754738825	0.241944492294359	0.0	0.295812304453972
RP4-635E18.6		0.0031377994185569	0.0	0.01570280882473	0.0	0.0096486740736918	0.0060040438477381	0.0	0.0151569881338506
MTOR	ENSG00000198793	0.0543114465975659	0.0733267392251287	0.106570296754237	0.0346164959226371	0.142599062645106	0.140913336423167	0.0	0.196203355428414
UBIAD1	ENSG00000120942	0.296919472097681	0.199667235092297	0.150178881650418	0.228688879017105	0.257763870965245	0.101807611016716	0.0	0.27840188282476
FBXO2	ENSG00000116661	0.219325477065348	0.333014449185042	0.0591098323510873	0.0	1.16452738253784	0.0378802809225516	0.0	0.304503475358629
FBXO44	ENSG00000132879	0.0852012414263388	0.145385526006168	0.143962752491135	0.0	0.0692806499140759	0.0589786465827945	0.0	0.395821069582101
FBXO6	ENSG00000116663	0.194927225083474	0.0617150656204304	0.119610175796052	0.0660603536321251	0.204992031473757	0.234906735682833	0.0	0.419016780719506
MAD2L2	ENSG00000116670	0.62929576544322	0.298694225234409	0.45881772596708	1.1138002488131	0.660385003484951	0.470603938219017	0.354496482128678	0.894715406240115
DRAXIN	ENSG00000162490	0.003008270007518	0.0134354732156999	0.0153368310101833	0.0	0.0045348695972444	0.0084937472514712	0.0	0.0784398401675359
AGTRAP	ENSG00000177674	0.217734487305132	0.609008478173278	0.698081078141386	0.513519665996434	0.100920964379838	1.92275556181724	0.952717839652461	1.14180161669012
C1orf167		0.0606993073503725	0.0	0.0625029427440964	0.0	0.0	0.0032060459981769	0.0	0.015183282829898
MTHFR	ENSG00000177000	0.383029582703482	0.269289006518197	0.764001564884331	0.0	0.300550415179238	0.599092745521281	0.0812458040821042	0.23961274413364
CLCN6	ENSG00000011021	0.133738147927698	0.209883834395216	0.137442819600063	0.310397615375191	0.102219837372684	0.158925625762423	0.0	0.10050295241081
NPPA-AS1		0.0618784183483254	0.0111271682812637	0.0070647910618767	0.186186797615071	0.0167320140098615	0.0303792319755103	0.0	0.0096570678841489
KIAA2013	ENSG00000116685	0.692258170475161	0.257152869526222	0.576799006991024	0.0660603536321251	0.951904476718051	0.603406741918947	0.580490785194896	0.433056883328392
PLOD1	ENSG00000083444	0.255348271598945	0.158221082066796	0.520664265706218	0.0	0.483103443221013	0.337851013737682	1.78743050769814	0.120438919586186
MFN2	ENSG00000116688	0.227163524447531	0.157501974570376	0.250946260769419	1.72095590954478	0.58715033765351	0.328324894073174	0.0	0.167656096548096
MIIP	ENSG00000116691	0.220650265024594	0.0861581273408043	0.181206281265885	0.332151398270634	0.173653235444511	0.3350911714694	0.590731482711808	0.320742368029746
TNFRSF8	ENSG00000120949	0.0	0.0	0.0320113831822777	0.0	0.0005660553389948	0.0843818085999938	0.0	0.0096694812877619
TNFRSF1B	ENSG00000028137	0.227035503150101	0.109820154314754	0.627532160500146	0.0	0.223432014387418	2.86898754858721	0.54682035419061	0.883296814922319
VPS13D	ENSG00000048707	0.234022931592744	0.204350104823445	0.392422327596609	0.0	0.296612998961717	0.25437850353587	0.242323395084297	0.278001286737254
RP5-888M10.2		0.0	0.0	0.0087443597823131	0.0	0.0129254216643872	0.0	0.0	0.0017778894019143
DHRS3	ENSG00000162496	0.220532383894003	0.83973215776601	1.83805913822639	0.185684785352975	2.05547625965458	0.953680737024698	1.18188209245576	1.01530695149489
RP11-474O21.5		0.0	0.0	0.0098304111153533	0.0	0.005076759660577	0.0047173274164213	0.0	0.0172270780533114
PDPN	ENSG00000162493	0.0	0.0	0.0376694168355341	0.0	0.00372777329373	0.0	0.0	0.0
PRDM2	ENSG00000116731	1.06452813088163	0.474796082778309	0.446015390609095	0.0	0.249256060729439	0.735144718992168	0.306235778278705	0.73767091955591
KAZN	ENSG00000189337	0.0015875340441957	0.0407719384396021	0.552428234408446	0.0	0.005423097937554	0.0110168186171388	0.904314236651881	0.0141647511578865
TMEM51-AS1	ENSG00000175147	0.0	0.138646450592156	0.0	0.0	0.0	0.0228153100274919	0.0	0.0
