gene	ensembl_gene_id	T_Cell_GZMK	NK_T_Cell_GNLY	Monocyte	T_Cell_IL7R	B_Cell_CD79A	T_Cell_XCL1	Plasma_Cell_JCHAIN	Macrophage_C1QB	T_Cell_GZMA	Endothelial_Cell_ACKR1	High_Proliferation_Erythrocyte	Secretory_Cell
RP5-832C2.5		0.0361371153170276	0.0356971366552175	0.0694716472937747	0.0803441896480292	0.0174537034715928	0.0626957807550761	0.0265455039719659	0.0190489252596369	0.0	0.0	0.280962013935716	0.0
C1orf233		0.0049842100226482	0.0	0.0	0.0067758093552712	0.0045602750638078	0.0	0.0010245113311465	0.0	0.0	0.0	0.0	0.0
RP11-345P4.9		0.0301288400469432	0.0992768902478892	0.138300136578612	0.0560648145483957	0.0836898114647096	0.0551421823254063	0.0197315952646297	0.0236069401927103	0.0	0.0	0.280962013935716	0.0
MIB2	ENSG00000197530	0.51813748956823	0.557588194421459	0.197310347610626	0.270989380329331	0.219343020480573	0.417083719482021	0.0695709238392172	0.255351621688896	1.44831003605967	0.0	0.0	0.0
MMP23B	ENSG00000189409	0.0991570718631876	0.341144126679476	0.0	0.0133377890464553	0.0029897582840222	0.114621122366825	0.0022005071288729	0.0	0.0	0.0	0.0	0.0
CDK11B	ENSG00000248333	0.392957099561613	0.342013844896315	0.238501077976754	0.406112257901105	0.387293845314786	0.380143803653971	0.228756409881383	0.169279924767827	0.455000455000455	0.0	0.0	0.0
RP11-345P4.10		0.0	0.0	0.0	0.0051181656494312	0.0034241884673332	0.0	0.0082536882716211	0.0	0.0	0.0	0.0	0.0
SLC35E2B	ENSG00000189339	0.293014602621792	0.214136463371454	0.199951443979195	0.259176388822061	0.160388737856921	0.312642229162737	0.17741395130073	0.0741643950192831	0.0	0.0	0.781129410723484	0.0
CDK11A	ENSG00000008128	0.293750631693941	0.447864309661909	0.333374593201954	0.293151007402309	0.366260868291371	0.326930351580237	0.157359468852366	0.10766832053853	0.425206225019134	9.30665425779432	0.218207209566204	0.0
SLC35E2	ENSG00000189339	0.0394101805639139	0.0	0.0	0.0600959378320142	0.0520930180057342	0.0	0.0282602677598145	0.0	0.0	0.0	0.0	0.0
NADK	ENSG00000008130	0.194107062973807	0.249710687935567	1.02830387344527	0.0953210471001253	0.233542645310149	0.259799528980405	0.196814363938019	0.577231304841184	0.0	0.0	0.56292220115728	0.0
GNB1	ENSG00000078369	0.785419434804959	0.840707054474111	1.20703248427813	0.436707422378184	0.554037505263528	0.597081167863426	0.499666967652325	1.49768425885527	1.16926134139197	9.30665425779432	1.06308959794505	0.0
RP1-140A9.1		0.0	0.0	0.0	0.0	0.0044004593674516	0.0201580390259636	0.001336811360009	0.0	0.0	0.0	0.0	0.0
TMEM52	ENSG00000178821	0.0	0.0211695767778211	0.0	0.0050259464485405	0.0	0.0386148393738527	0.0026379405492614	0.0	0.0	0.0	0.0	0.0
PRKCZ	ENSG00000067606	0.148024929113615	0.0688545993315261	0.0122964023186096	0.0580868307215457	0.0800526746068515	0.209038895868906	0.0161767873385909	0.0	0.0	0.0	0.281960187221564	0.0
FAAP20	ENSG00000162585	1.05419195782083	0.887853765452129	1.01776883658235	0.858375010014964	1.00661031561074	1.07482015131267	0.438355005808854	1.27652784406211	1.28561844821329	0.0	0.99833844700384	0.0
SKI	ENSG00000157933	0.092166781385409	0.0342189003619176	0.221815033743784	0.180376497637985	0.106713001272771	0.309452242613086	0.0218735525439935	0.0343086191487124	0.506175339137477	0.0	0.0	0.0
MORN1	ENSG00000116151	0.0264106147484066	0.0152004791191018	0.0	0.0039659719605782	0.0234474138368167	0.0	0.0283652860162079	0.00642338729621	0.0	0.0	0.0	0.0
RER1	ENSG00000157916	0.757154885792232	0.668772075929641	0.656799042705472	0.411213385738133	0.428829448581915	0.647383120324412	1.10656198054867	0.770043884738831	0.0	0.0	0.781129410723484	0.0
PEX10	ENSG00000157911	0.064455153284724	0.0774304436305381	0.0398827114367011	0.0754019896978115	0.0858918682276177	0.0693632909062363	0.06181973847326	0.098862163081545	0.0	0.0	0.0	0.0
PLCH2	ENSG00000276429	0.0851176227826742	0.0763349750742876	0.0160591490578097	0.0619114358128963	0.0557587779751457	0.12863846114462	0.0021796552195368	0.0	0.0	0.0	0.0	0.0
PANK4	ENSG00000273494	0.119549091956895	0.116482983947178	0.0103304077618552	0.0654152387645919	0.0587794642408711	0.150362856883274	0.0351016846034353	0.0095930162841451	0.0	0.0	0.218207209566204	0.0
RP3-395M20.12		0.309229373190474	0.525903989204646	0.304524967326654	0.17112561136618	0.233229114257756	0.0755961131262929	0.0314373660268927	0.375486579590567	0.0	0.0	0.0	0.0
RP3-395M20.8		0.102010880362154	0.0360833288964293	0.0	0.0437353030410617	0.0353833558950725	0.0828607168927912	0.0311074583797284	0.106750767927614	0.0	0.0	0.0	0.0
TNFRSF14	ENSG00000273936	1.40695062710652	1.53436789148628	0.857608632546448	1.16984781308262	1.07378262269451	1.46106592204164	0.321362412836287	1.22982066670786	0.356087312609052	0.0	0.218207209566204	0.0
RP3-395M20.9		0.0104900370583393	0.0	0.0	0.0354633165744976	0.0075726577537779	0.0205964738836711	0.001174638152717	0.0	0.0	0.0	0.0	0.0
FAM213B	ENSG00000275125	0.0823445187644759	0.0	0.0160772492315885	0.104552562807069	0.025329586691587	0.104652824677982	0.0196035672137144	0.101206195937506	0.0	0.0	0.563920374443129	0.0
MMEL1	ENSG00000277131	0.0057440629365487	0.0	0.0127078528176487	0.016381613804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDM16	ENSG00000142611	0.0099580219651313	0.0	0.0	0.0	0.0	0.0212802179094314	0.0	0.0	0.0	0.0	0.0	0.0
MEGF6	ENSG00000162591	0.0321329214170646	0.0	0.0178832651980929	0.048610506689719	0.0230609892638919	0.0633151417455297	0.0008786510035995	0.0	0.0	0.0	0.0	0.0
TPRG1L	ENSG00000158109	0.0575355040635465	0.120528549980926	0.0127078528176487	0.0773329667694313	0.0438175988669499	0.0801246092958949	0.0252114728281863	0.047328059697498	0.0	0.0	0.0	0.0
WRAP73	ENSG00000116213	0.180747075456613	0.286879513562531	0.134310251117638	0.193260509297231	0.212092420785916	0.16052782294277	0.140724006007251	0.0	0.0	0.0	0.280962013935716	0.0
TP73	ENSG00000078900	0.0	0.0	0.0	0.0042782212867178	0.003205678924328	0.0	0.0704881493293404	0.0	0.0	0.0	0.280962013935716	0.0
TP73-AS1	ENSG00000227372	0.0297004719318329	0.15827894322936	0.006254084699069	0.0511510506129199	0.0438094022098047	0.0378837692925934	0.031375487615281	0.0	0.0	0.0	0.0	0.0
SMIM1	ENSG00000235169	0.0220200103588524	0.0198673654681347	0.0424437409271111	0.0353793258373133	0.0265529422757647	0.0263379688158449	0.039748368482805	0.0111738335635143	0.0	0.0	0.0	0.0
LRRC47	ENSG00000130764	0.239600681260952	0.15394365686138	0.162838394514547	0.181829879131296	0.15834710711778	0.302502507993492	0.147989737213472	0.079700930265872	0.0	0.0	0.218207209566204	0.0
CEP104	ENSG00000116198	0.206023112357937	0.266358561532596	0.0588128540563715	0.159971197138772	0.142627624767939	0.168996238952426	0.125452539876213	0.135659854700201	0.0	0.0	0.0	0.0
DFFB	ENSG00000169598	0.060881292410169	0.0374712662403855	0.0498975591785653	0.042507105044854	0.0391242361873025	0.0532180580508331	0.0232857724783944	0.0	0.0	0.0	0.0	0.0
C1orf174		0.307976853929536	0.674521204999782	0.0918346492835041	0.211111381748338	0.217022656474945	0.219380203349956	0.117988032167176	0.0351699855380906	0.0	0.0	0.563920374443129	0.0
LINC01134	ENSG00000236423	0.0	0.0	0.0	0.0	0.0	0.0183150183150183	0.0041183705204812	0.0	0.0	0.0	0.0	0.0
RP11-154H17.1		0.0068943455335671	0.0	0.0	0.0062743408329775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPHP4	ENSG00000131697	0.009316422729278	0.0	0.0	0.0168870451443263	0.0109151266539717	0.0442750670632209	0.0106797770718826	0.0	0.0	0.0	0.0	0.0
KCNAB2	ENSG00000069424	0.730708243112282	0.685616518103103	0.394251510365607	0.508042606237778	0.26022946434013	0.764871514102524	0.13612959101288	0.269597803082498	1.31569146040337	0.0	0.561924027871432	0.0
RPL22	ENSG00000116251	14.8402148520109	12.0665915352701	14.4382042658908	28.2678643404738	24.2054440474951	18.3670568359493	9.54430963591657	15.2354946755839	17.9510465365148	9.30665425779432	18.5347623791091	4.94071146245059
RNF207	ENSG00000158286	0.0045679788338132	0.0	0.0	0.0130694509029975	0.0	0.0168554476806904	0.0071005266700223	0.0	0.432488539053715	0.0	0.0	0.0
ICMT	ENSG00000116237	0.0698755529207692	0.12482686343278	0.03385712735941	0.0809179689554261	0.0429825454995458	0.0774045087694416	0.157972382971862	0.101562503140201	0.0	0.0	0.0	0.0
ACOT7	ENSG00000097021	0.148211295859486	0.0829567080182595	0.0782281301303022	0.0835644969816856	0.0126908171608373	0.167996824016298	0.0862376039609714	0.0129790569936351	0.0	0.0	0.843884215092996	0.0
ESPN	ENSG00000187017	0.0082098057469989	0.0	0.0	0.0029465495904296	0.0	0.0357741536014167	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF25	ENSG00000215788	0.170215505216898	0.139744467076063	0.0	0.446848610789693	0.0	0.494611668580457	0.0066669377888034	0.0	0.0	0.0	0.0	0.0
PLEKHG5	ENSG00000171680	0.0	0.0	0.0	0.0148720457061951	0.0	0.0226449275362319	0.0	0.0	0.0	0.0	0.0	0.0
NOL9	ENSG00000162408	0.135328331239116	0.10992903037431	0.190348198755774	0.177420734334587	0.197058018944225	0.0890786890577293	0.181297416896487	0.08878674070637	0.0	0.0	0.56292220115728	0.0
TAS1R1	ENSG00000173662	0.0	0.0	0.0	0.0	0.0	0.0	0.0316064924952846	0.0	0.0	0.0	0.0	0.0
ZBTB48	ENSG00000204859	0.131370494067472	0.124528778644033	0.134334980930329	0.109217573155896	0.0985563820565088	0.168450979247209	0.0448214268531981	0.124479257151814	0.0	0.0	0.218207209566204	0.0
KLHL21	ENSG00000162413	0.0883444877191121	0.130347725572788	0.226856071586179	0.0726452432048347	0.025265004439616	0.0883930635350559	0.0539013604974287	0.114135683911518	0.0	4.65332712889716	0.0	0.0
PHF13	ENSG00000116273	0.0393435109560807	0.0552573432715851	0.0	0.0474150733679861	0.0506540039463724	0.0669657036536574	0.0354479716118709	0.0142933918790665	0.0	0.0	0.218207209566204	0.0
THAP3	ENSG00000041988	0.0719365691799474	0.10884597602055	0.0140026016833928	0.0778802611300908	0.0479200164470366	0.0347954834469357	0.100015370800089	0.0	0.0	0.0	0.0	0.0
DNAJC11	ENSG00000007923	0.0709134988971074	0.125465153425151	0.0619874416705283	0.0964866886974638	0.133002063287734	0.0671439155292517	0.0874872127375511	0.14480335856885	0.0	0.0	0.0	0.0
RP11-312B8.1		0.0084058098419484	0.0	0.0645663994244544	0.0058677001811127	0.0049175039536731	0.0	0.0100912322294812	0.0	0.0	0.0	0.0	0.0
CAMTA1	ENSG00000171735	0.595126450452017	0.61097382836263	0.86415320813454	0.522858581434704	0.543057055938608	0.723597772511117	0.70899958361381	1.05703969251042	0.0	0.0	0.717376433068124	0.0
VAMP3	ENSG00000049245	0.218697409144729	0.525800712678159	0.683739180247295	0.240191405793791	0.135462592239145	0.296149663180473	0.0899080773589385	0.755226936726996	0.0	0.0	0.280962013935716	0.0
PER3	ENSG00000049246	0.0644520745557953	0.0349031682364861	0.0209038839416364	0.0415944366151358	0.0231868415512038	0.0313047833708991	0.009492865437283	0.0862456606134771	0.0	0.0	0.0	0.0
RP3-467L1.4		0.0	0.0	0.0	0.0026004353128713	0.0006777010861108	0.0	0.0075016653022791	0.0	0.0	0.0	0.0	0.0
UTS2	ENSG00000049247	0.275004659182467	0.372316705421092	0.0963313310413922	0.110898242072769	0.0325643563111641	0.215307892400961	0.0154663650050107	0.0	0.549631746729691	0.0	0.0	0.0
TNFRSF9	ENSG00000049249	0.347849926906104	0.407362277089948	0.0	0.023842581837614	0.0	0.146706709245099	0.0045252283331468	0.0083163679427301	0.0	0.0	0.0	0.0
PARK7	ENSG00000116288	2.62892653271645	2.06531405459737	1.18114834127199	1.84466681508526	1.66278373168552	2.40006908520647	2.35405406403167	1.26191829997383	2.13131075514311	0.0	5.81361903994131	0.0
ERRFI1	ENSG00000116285	0.309387445960751	0.250264873050998	0.0	0.178157880624948	0.0961867110557398	0.402829160733495	0.0164265058198316	0.0548971406377486	0.781293537628186	0.0	0.0	0.0
SLC45A1	ENSG00000162426	0.0263845739486796	0.0	0.0	0.0081677585610727	0.0	0.0175438596491228	0.0	0.0	0.0	0.0	0.0	0.0
RERE	ENSG00000142599	0.412581853345796	0.512352325107469	0.315701397708933	0.347811850986859	0.709755259884472	0.345389386078937	0.261808895435861	0.439054686100339	0.560821042005496	0.0	0.0	0.0
ENO1	ENSG00000074800	2.19262105933618	1.90701470204878	3.979216365396	2.27809117940908	1.86443730526032	1.74801500125711	1.90702850074592	2.57807249768972	1.68229245385848	4.65332712889716	8.15201640568252	0.0
ENO1-AS1	ENSG00000230679	0.0154981732759018	0.0	0.0149000430611244	0.0210230794600724	0.010141942449002	0.0176180408738548	0.0104687763224457	0.0746563939468596	0.0	0.0	0.0	0.0
SLC2A5	ENSG00000142583	0.0033632528305135	0.0	0.0	0.003435222018399	0.0324388715655243	0.0	0.488351446853978	0.0	0.0	0.0	0.0	0.0
GPR157	ENSG00000180758	0.0174577244832285	0.0287826106979207	0.0113045316476016	0.0370761165596285	0.0160990674344855	0.059966543337711	0.0254192647408918	0.0881611594736052	0.0	4.65332712889716	0.218207209566204	0.0
MIR34AHG	ENSG00000228526	0.0	0.0	0.0	0.0032726636045444	0.0096043487271341	0.0	0.0190784090133557	0.0	0.0	0.0	0.0	0.0
RP3-510D11.2		0.0049819057184306	0.0	0.0	0.0040543608705523	0.0171335521929021	0.0278148642634624	0.0071938999322249	0.0	0.0	0.0	0.0	0.0
H6PD	ENSG00000049239	0.128965266330596	0.083368493245435	0.172217605649744	0.0933699265137948	0.0729006148721047	0.143272875082836	0.0288259263722163	0.112296944835624	0.0	0.0	0.0	0.0
SPSB1	ENSG00000171621	0.0375410515547925	0.0	0.0	0.0477229329486878	0.0398386367282766	0.0311005649083941	0.0855814022459068	0.0	0.0	0.0	0.0	0.0
SLC25A33	ENSG00000171612	0.182422606741366	0.369900769694598	0.29459251789683	0.165231903896252	0.388059784095534	0.163692917202456	0.165939757558656	0.157721451062326	0.0	0.0	0.781129410723484	0.0
TMEM201	ENSG00000188807	0.0274296366548857	0.0511558995329323	0.0	0.024982810169222	0.0202847431579579	0.0	0.0131949093484048	0.0542410677488836	0.0	0.0	0.0	0.0
PIK3CD	ENSG00000171608	0.543283705238514	0.552056041362552	0.509958666644816	0.509511446777349	0.335358472376488	0.662905755824368	0.0294416681248258	0.39844768942705	0.455000455000455	0.0	0.0	0.0
PIK3CD-AS1	ENSG00000179840	0.0091451972531692	0.0	0.018752824644212	0.0075546218987023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PIK3CD-AS2	ENSG00000231789	0.0030279651246888	0.0	0.0	0.0362354001385042	0.0769329234938924	0.0176853423882286	0.154141344844604	0.0	0.0	0.0	0.0	0.0
CLSTN1	ENSG00000171603	0.509017986233491	0.501432886577645	0.183459070762109	0.306115731716791	0.182827590896994	0.434685777257521	0.206500473491493	0.0571736508361382	0.0	0.0	0.0	0.0
CTNNBIP1	ENSG00000178585	0.200231603987559	0.256552254490954	0.352725890257725	0.0836613202152124	0.0833549963209802	0.102314736980419	0.092817085249096	0.292544523016781	1.09926349345938	0.0	0.218207209566204	0.0
LZIC	ENSG00000162441	0.323115588582546	0.263838905955329	0.361843790292465	0.233942951094433	0.196336270063126	0.269160325908176	0.237481333750034	0.328221592812095	0.0	0.0	0.56292220115728	0.0
NMNAT1	ENSG00000173614	0.0254650790127271	0.0394894314236059	0.129060122772023	0.020038517242383	0.0055328516361496	0.0	0.0142550556932603	0.0802574659507701	0.0	0.0	0.0	0.0
RBP7	ENSG00000162444	0.0037312541790046	0.0	0.626319977607724	0.0036163357116767	0.0063168553554361	0.0	0.0	0.708840695927332	0.0	0.0	0.0	0.0
UBE4B	ENSG00000130939	0.201044871659177	0.160671148878805	0.298725519523427	0.171166175941248	0.137115989583794	0.217245261309603	0.185691479517236	0.20344581400815	0.0	0.0	0.280962013935716	0.0
KIF1B	ENSG00000054523	0.123171518920432	0.0986671396932531	0.207134713206294	0.0648674699030367	0.0715224559610922	0.123391214170073	0.0482890334874107	0.0977047423019503	0.0	0.0	0.0	0.0
PGD	ENSG00000142657	0.224529219753816	0.328725886642575	3.33670177320529	0.196276305276051	0.295940552921797	0.207441637427258	0.389775997277714	1.91313638923123	0.420486081910689	0.0	1.40780458953612	0.0
APITD1-CORT	ENSG00000251503	0.0271649196111938	0.0237297466612246	0.0	0.0170998790368586	0.0389938165860448	0.0189480066696983	0.0648685364812119	0.0	0.0	0.0	0.0	0.0
APITD1	ENSG00000251503	0.0122094095523065	0.0422334376771343	0.0127078528176487	0.0220554226339092	0.0201716263534925	0.0	0.0368385840444009	0.011803253921041	0.0	0.0	0.0	0.0
DFFA	ENSG00000160049	0.144402184227507	0.059826037688895	0.0349520120187179	0.111544257714397	0.130814492913665	0.0857906467892809	0.189899835074268	0.0826860994096791	0.0	0.0	0.56292220115728	0.0
PEX14	ENSG00000142655	0.122694579414448	0.10445865835289	0.0194810468133957	0.0953252614638751	0.0953910928031138	0.107514532926006	0.055136094674972	0.0195340732840293	0.0	0.0	0.0	0.0
CASZ1	ENSG00000130940	0.169964596911417	0.339163576840402	0.0	0.0201971641596093	0.0623378894447781	0.0183150183150183	0.0	0.0	0.0	0.0	0.218207209566204	0.0
TARDBP	ENSG00000120948	0.387398094314086	0.212375835860501	0.692714729483942	0.40464737184507	0.524221369136361	0.419454430287955	0.329398861654625	0.575792873409137	0.0	0.0	0.56292220115728	0.0
RP4-635E18.8		0.0	0.0204805557603611	0.0280446695496587	0.0	0.0495393460481473	0.0249351685617395	0.0076453329932803	0.0	0.0	0.0	0.0	0.0
SRM	ENSG00000116649	0.656163423648299	0.539410710315704	0.112072251264945	0.733696661516316	0.910587706742109	0.728984892904331	4.62193577848588	0.626974718989204	1.3729632038656	0.0	1.56225882144697	0.0
EXOSC10	ENSG00000171824	0.341358800599249	0.374328740257829	0.139061216547246	0.240918505027053	0.341219613516589	0.313820399128292	0.159013938556539	0.0902415440433677	0.0	0.0	0.280962013935716	0.0
MTOR	ENSG00000198793	0.107330913929995	0.0842178527140362	0.043713450865281	0.107673329516448	0.105070398594396	0.0951879152641598	0.11373495327087	0.0798301853192232	0.0	0.0	0.500167396787768	0.0
UBIAD1	ENSG00000120942	0.175555464436243	0.107448266456198	0.107888355987839	0.220050145240958	0.1838052548135	0.0449378607563422	0.11290748661531	0.159818316839265	0.0	0.0	0.218207209566204	0.0
PTCHD2	ENSG00000204624	0.0	0.0	0.0	0.004247817683665	0.004750495729816	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBXO2	ENSG00000116661	0.152977224838404	0.190884629299845	0.0118624806345004	0.109278204227287	0.0612065833448643	0.116045415770565	0.0016588630981756	0.0571333893240549	0.905714837296394	0.0	0.0	0.0
FBXO44	ENSG00000132879	0.237327687885137	0.416443129548803	0.0598978410936352	0.203869811533442	0.203699121265737	0.135239458242842	0.0334095596943277	0.0521525774974891	0.0	0.0	0.0	0.0
FBXO6	ENSG00000116663	0.30375124437905	0.597548380310268	0.136543680040189	0.0490021662273586	0.0905563640622717	0.187408040736653	0.0649926011707188	0.168021477713961	0.0	0.0	0.436414419132408	0.0
MAD2L2	ENSG00000116670	0.499372708765731	0.769062547610593	0.434445144548337	0.416265502212057	0.254106350759074	0.427085274315346	0.382063682715623	0.216032751199247	0.560821042005496	0.0	0.561924027871432	0.0
DRAXIN	ENSG00000162490	0.0095935241277524	0.078858720834842	0.0	0.0020203285458281	0.0	0.0	0.0017750087641057	0.0	0.0	0.0	0.0	0.0
AGTRAP	ENSG00000177674	0.631315812317438	1.08153087918174	2.34919021688768	0.244116734563578	0.160103909300624	0.460999755216083	0.0534821413121161	0.553627097799088	0.455000455000455	4.65332712889716	0.280962013935716	0.0
MTHFR	ENSG00000177000	0.0856654064826528	0.125479915753265	0.491390779528375	0.0991733038280636	0.186472369278124	0.23714697660032	0.0488384370940318	0.362978644176378	0.0	4.65332712889716	0.0	0.0
CLCN6	ENSG00000011021	0.0629516898181109	0.0620145894959289	0.0640688935491264	0.014926399352422	0.195998115999773	0.0499779399489638	0.0232355964959434	0.0515003003478638	0.0	0.0	0.0	0.0
