gene	ensembl_gene_id	Endothelial_Ovarian_cells	Granulosa	smooth_muscle_cells	Stromal_cells	T_cells
PANK4	ENSG00000273494	0.0296342324549173	0.0526074064337562	0.0329815726333167	0.0313325001488266	0.0431469163260259
HES5	ENSG00000273529	0.0017632801567681	0.0	0.0027368362282674	0.0002301863634836	0.0
RP3-395M20.12		0.0306214599235045	0.0012237494707158	0.100408274378481	0.003330785739928	0.0875702940584193
RP3-395M20.8		0.0124855867910653	0.0020324525234221	0.0020001658287897	0.0020978872489053	0.0420920676438661
TNFRSF14	ENSG00000273936	0.3840355922639	0.0632682996391543	0.166568195244427	0.134005756179043	0.423461131523791
FAM213B	ENSG00000275125	0.104719382941019	0.06763200864023	0.0849153900795826	0.0242328192681012	0.0559769808762318
TTC34	ENSG00000275571	0.0007724543283313	0.0034200332019303	0.0	0.0011039067640606	0.0
LINC00982	ENSG00000177133	0.0064972581075897	0.0068560288463645	0.054030379186716	0.0028022244267713	0.0058124295092129
PRDM16	ENSG00000142611	0.0058839491645635	0.0	0.0542414704644889	0.0052085540662305	0.0008578650569686
RP11-22L13.1		0.000733097627784	0.000948836785228	0.0190750222110517	0.0019829153066745	0.0
MEGF6	ENSG00000162591	0.0682386169693081	0.0661254568718713	0.0061988845041764	0.0075748629150795	0.0226139761636181
RP11-46F15.2		0.0010859882434829	0.0	0.0	0.0006329992128918	0.0034421109227129
TPRG1L	ENSG00000158109	0.106480630923074	0.0414286542816931	0.0742237518432161	0.0602669313707831	0.141090675592488
WRAP73	ENSG00000116213	0.103470644845805	0.135329877152742	0.107585222145774	0.0724544870863193	0.217025582119554
TP73-AS1	ENSG00000227372	0.0976054528917609	0.111350914807554	0.0810515284796811	0.0923754683531095	0.0254354224349593
SMIM1	ENSG00000235169	0.0039802340435375	0.741461508441494	0.0159451724063694	0.0344326621038258	0.0042464615931616
LRRC47	ENSG00000130764	0.203632955147608	0.331630800835869	0.273851656732127	0.215680136974674	0.253566675454417
CEP104	ENSG00000116198	0.085028286451943	0.108645084949558	0.11688379931672	0.094630633606479	0.16444346639608
DFFB	ENSG00000169598	0.0290578386784175	0.0299685152693812	0.0184254921395733	0.029618347953159	0.024059662626885
C1orf174		0.224823667455144	0.285017440306249	0.212681983201069	0.171472066832744	0.299559902323979
AJAP1	ENSG00000196581	0.0015141860631668	0.0	0.0199121490691118	0.0081166566175821	0.0
NPHP4	ENSG00000131697	0.0136211949764876	0.0242625160293584	0.0264208587134654	0.0191561613553161	0.0154977626783263
KCNAB2	ENSG00000069424	0.0191037301507186	0.0266191702215479	0.018102082800859	0.0157846864904497	0.327776470274333
RPL22	ENSG00000116251	10.2460890535843	11.3693877091785	11.0055528015305	13.4225349380601	8.16667592161702
RNF207	ENSG00000158286	0.008127205118678	0.010568567077251	0.0264456051848813	0.0117365094965236	0.0288598939942824
ICMT	ENSG00000116237	0.063750714754261	0.124729936582394	0.0937972359317825	0.0328818861961695	0.0883973761116531
GPR153	ENSG00000158292	0.0043522219670056	0.0089408519041657	0.0177174570742896	0.0313504600420497	0.0240379087748326
ACOT7	ENSG00000097021	0.0852645721827226	0.190532406299662	0.0760457975107122	0.0549849131745621	0.201435651637877
RP1-202O8.3		0.0134570349643568	0.006886636159662	0.0100691272088639	0.0071443917088439	0.0078179329136378
ESPN	ENSG00000187017	0.0	0.0	0.0	0.0004549398061506	0.0
TNFRSF25	ENSG00000215788	0.125136113773124	0.0450387732351554	0.0127925088515626	0.0143810283230737	0.343540088042607
PLEKHG5	ENSG00000171680	0.0558948003417732	0.0542176906912468	0.0096745145357622	0.0090827499151638	0.0
NOL9	ENSG00000162408	0.201918389857982	0.15765865209019	0.129677981695902	0.213546249787793	0.141137634404666
TAS1R1	ENSG00000173662	0.0004963613733167	0.0	0.0035516240030973	0.0030817227942858	0.0
ZBTB48	ENSG00000204859	0.105798782863857	0.0836014601838838	0.121017835027825	0.0917744749242617	0.11652756939638
KLHL21	ENSG00000162413	0.345508847790589	0.0632144566798871	0.405230203682536	0.358757828478996	0.174167805002683
PHF13	ENSG00000116273	0.0924838041852547	0.11238143150896	0.151121678695788	0.253136656402985	0.0989405341470799
THAP3	ENSG00000041988	0.118801229205262	0.187033172841535	0.223493730420594	0.164605580672595	0.1474105251248
DNAJC11	ENSG00000007923	0.378008352931614	0.748629717886416	0.097433938970186	0.130809869326484	0.267666405946679
RP11-312B8.1		0.0025209922180214	0.0037890681204388	0.0017224706981897	0.0031138993326082	0.0
CAMTA1	ENSG00000171735	1.63602279128566	5.20470905549211	1.82882499178368	2.11624574040774	0.883213864665221
VAMP3	ENSG00000049245	0.657534976551952	0.383466903151873	0.506445344605294	0.269346019638059	0.238066134138985
PER3	ENSG00000049246	0.225384475726129	0.053923120341805	0.24330314386473	0.182813291914628	0.0333995731132288
TNFRSF9	ENSG00000049249	0.0035739342751888	0.0047815864188015	0.0062534303738189	0.0034605656745395	0.671623921767891
PARK7	ENSG00000116288	1.54334416964081	3.98338623050951	2.84086738071274	2.15232302145934	2.97168698999851
ERRFI1	ENSG00000116285	0.779399245556619	0.869215609246944	2.09599514238095	6.85123178979933	0.461481782741428
RP11-431K24.1		0.0084559665512464	0.0039991252368888	0.0851710844614479	0.0577809193645601	0.0036638911180743
SLC45A1	ENSG00000162426	0.0088280605060596	0.0099139823659667	0.0640181554225502	0.0184221986600603	0.0014926407018325
RERE	ENSG00000142599	0.769212725577298	0.667921676761135	0.26574418841477	0.415638302487866	0.183789618181473
ENO1	ENSG00000074800	2.40455157552295	3.55259752172959	2.169065242931	2.40474488366532	4.82902197256129
ENO1-AS1	ENSG00000230679	0.0324373144628467	0.0050068020368835	0.0111924392109368	0.0084762925932806	0.0030766073530949
SLC2A5	ENSG00000142583	0.0	0.0	0.0	0.0026755532384512	0.0030176737593153
GPR157	ENSG00000180758	0.0305949482987133	0.0217800478769091	0.0243342627399055	0.0190374199611376	0.077163253043641
MIR34AHG	ENSG00000228526	0.0081692265180701	0.0055615987863647	0.0063634812255149	0.0025280112250696	0.0059245766207462
RP3-510D11.2		0.0101579555846777	0.0322653241042484	0.0166780859620484	0.0187208162789075	0.0068445357287458
H6PD	ENSG00000049239	0.128370378219864	0.220095369043668	0.0474714438058038	0.151026666629802	0.061414507522898
SPSB1	ENSG00000171621	0.410097180708822	0.626167306574581	0.276858159810994	1.29688980683334	0.171993514427517
SLC25A33	ENSG00000171612	0.683159931112173	0.426770580833627	0.683951535830801	1.12291316006688	0.387551461990138
TMEM201	ENSG00000188807	0.0482180904929658	0.0931576532890142	0.0341272298923001	0.0320669460580621	0.0150070978346402
PIK3CD	ENSG00000171608	0.0116873977458944	0.0243070281798518	0.0270232522009041	0.0159122590106154	0.186650241711062
PIK3CD-AS2	ENSG00000231789	0.0010351952401011	0.0171712014971333	0.0185454644676194	0.04436175673047	0.0078683479266156
CLSTN1	ENSG00000171603	0.2202623145669	0.415515181431173	0.167663973763962	0.230934974704358	0.167260698706659
CTNNBIP1	ENSG00000178585	0.30229089212102	0.395633677749276	0.0884761934403767	0.13031544621704	0.180309094138752
LZIC	ENSG00000162441	0.129853094981588	0.285252167097444	0.208661620318943	0.214148305129781	0.158169676980855
NMNAT1	ENSG00000173614	0.0572943397827437	0.0430946020379407	0.0286287119341614	0.0235917882362962	0.0311070587890561
RBP7	ENSG00000162444	1.16547808595492	0.0802956541330092	0.010853955539572	0.0102230912318654	0.0591151881415613
UBE4B	ENSG00000130939	0.171164113899024	0.191199689338795	0.103317470471316	0.121579227535022	0.124497761903864
KIF1B	ENSG00000054523	0.284104504144792	0.806560279121998	0.195084074162855	0.386653968436037	0.146377893313275
PGD	ENSG00000142657	0.12501120478623	0.71313784600192	0.0917063616233828	0.203082131676409	0.449976087262023
APITD1	ENSG00000251503	0.0286446092079411	0.147017297942395	0.0513598743635068	0.0301845637884034	0.0545877503160365
DFFA	ENSG00000160049	0.284177549934895	0.349982832917384	0.252413577732571	0.19972610976341	0.311012462162248
PEX14	ENSG00000142655	0.0620068825882894	0.109918767399938	0.0530151656649113	0.0670087959633516	0.0734468071712995
CASZ1	ENSG00000130940	0.0591036135254027	0.03381260807773	0.0158974984494254	0.0091852756778858	0.0834906281641326
RP4-734G22.3		0.0	0.0	0.0013084062748024	6.49135819115863e-05	0.0042181331639331
TARDBP	ENSG00000120948	0.643505351453982	0.817988855289849	0.774724807321944	0.861660612586289	0.408754759064445
RP4-635E18.9		0.0017922021410011	0.0	0.0	0.0012858425286642	0.0
MASP2	ENSG00000009724	0.0033248727246079	0.0	0.0018962148698156	0.0037100423314311	0.0
RP4-635E18.8		0.0280011772292439	0.0204702648976282	0.0090739474019305	0.0141891506136955	0.0054626989814885
SRM	ENSG00000116649	0.163223706579969	0.428140881586868	0.113290844373207	0.233099652028587	0.25455091155483
EXOSC10	ENSG00000171824	0.187952391019725	0.213098885772903	0.132468408469954	0.162978044371469	0.21732092219085
MTOR	ENSG00000198793	0.0486694699336344	0.0681067282390933	0.0252862485819446	0.0248225199883535	0.0408125580831269
UBIAD1	ENSG00000120942	0.122555928330139	0.102690426789355	0.193165659026909	0.1881448690493	0.124833860816395
FBXO2	ENSG00000116661	0.0049367897331656	0.0003184529301889	0.0055617467223717	0.0090887632915143	0.0340226580979869
FBXO44	ENSG00000132879	0.125121864973953	0.106128756502035	0.113412649045825	0.163071091104308	0.0922488580455662
FBXO6	ENSG00000116663	0.0493352878844445	0.0695595735423294	0.0073625875082551	0.0482927475686555	0.115391301232772
MAD2L2	ENSG00000116670	0.26005722629284	0.295311429996224	0.199390023561717	0.228144062067214	0.257352198824584
DRAXIN	ENSG00000162490	0.0012458154422774	0.0	0.001333679022936	0.0023448950836975	0.0053539234148324
AGTRAP	ENSG00000177674	0.297228288427086	0.178947466478274	0.115560884485815	0.120331559098936	0.235453448170131
C1orf167		0.0646340449707448	0.0	0.150310848591272	0.0563045153705696	0.0037980231530914
RP11-56N19.5		0.0010809319357349	0.0	0.0	0.0003491147102677	0.0041380058039669
MTHFR	ENSG00000177000	0.17474012871844	0.0614352725807502	0.286281104646577	0.171598185541481	0.0598107624695187
CLCN6	ENSG00000011021	0.0902984260604921	0.101144973368276	0.0570150582579555	0.0586937434412034	0.0623201992314174
NPPA-AS1		0.0140781629594259	0.0062174574905386	0.0035379644635532	0.0050065935236988	0.004416983711248
KIAA2013	ENSG00000116685	0.143711088589935	0.130034436256363	0.243455858048529	0.102235056808197	0.15413388050165
PLOD1	ENSG00000083444	0.0950612365010888	0.121925304180511	0.178358293785304	0.192804619425352	0.0573104389995476
MFN2	ENSG00000116688	0.10878490882305	0.118072166439114	0.115141099315196	0.088068878851545	0.122347251750117
MIIP	ENSG00000116691	0.173617976287603	0.210768016242268	0.312172535452824	0.250006481295296	0.187524906344986
TNFRSF1B	ENSG00000028137	0.248253690612627	0.0139585997600348	0.0320526388106846	0.0305756950946697	1.72645630775669
VPS13D	ENSG00000048707	0.0991960406805595	0.127339614381058	0.0745372049188892	0.0667980674084842	0.0727973638203935
DHRS3	ENSG00000162496	0.177393457547642	0.0532867046544635	0.0979030372999628	0.154127121978647	0.337171577079839
PDPN	ENSG00000162493	0.135475551108012	0.0543459213477213	0.0141545894899337	0.441849473600151	0.0441698728765333
PRDM2	ENSG00000116731	0.289095715488404	0.533072553160689	0.331885285474843	0.71020282321792	0.505609491212494
RP11-344F13.1		0.0	0.0	0.0	0.000511594608821	0.0
KAZN	ENSG00000189337	0.119575560365246	0.0786481541239798	0.112375773596717	0.108842904188265	0.0135977426123519
TMEM51-AS1	ENSG00000175147	0.0014781654869149	0.0021207760767975	0.0201993487889181	0.0080781068620222	0.0
TMEM51	ENSG00000171729	0.0943792817375233	0.0049881949085786	0.583073561481347	0.133862843056484	0.0540197275002224
FHAD1	ENSG00000142621	0.0053511689433146	0.0	0.0154541370678253	0.0052615991818823	0.0054577506182762
RP3-467K16.2		0.0032009259775516	0.0	0.0	0.0007965496297392	0.0
EFHD2	ENSG00000142634	0.188380482140694	0.233214277320137	0.0478823889834674	0.105642703393529	1.14459991117413
CTRC	ENSG00000162438	0.0038159124328407	0.0	0.0010031657906019	0.0014819430231813	0.0047112823832319
CELA2A	ENSG00000142615	0.0004693556301038	0.0005230705729167	0.0	0.0005541951932765	0.0
CASP9	ENSG00000132906	0.0582205317370326	0.0728471524224557	0.122367653147251	0.154819341643836	0.150034814862686
DNAJC16	ENSG00000116138	0.0833346374449134	0.0952346139344172	0.0464465327806342	0.043409596220912	0.0358940721783848
RP4-680D5.2		0.0006716006028824	0.0	0.0	0.0005696217288738	0.0
DDI2	ENSG00000197312	0.116344293632197	0.0820617371306767	0.0504728339798937	0.0509508634355342	0.0799246801710731
PLEKHM2	ENSG00000116786	0.147241588347593	0.124372385902355	0.0561541473224357	0.0799785300619563	0.0997806075945816
SLC25A34	ENSG00000162461	0.0088836272690342	0.0066494166851473	0.015579971683857	0.0083865731736516	0.0081077052998749
FBLIM1	ENSG00000162458	0.161273556705183	0.161568059292291	0.48328515569918	0.307028699834913	0.0681929123241223
UQCRHL	ENSG00000233954	0.128594119933788	0.384223476372847	0.127035548243291	0.145168669112477	0.289248468693379
FLJ37453		0.309679439673249	0.15323776489359	0.362525712471795	0.178689828994238	0.0668694885875385
SPEN	ENSG00000065526	0.437591509589452	0.241143359276461	0.360353116134899	0.394053098918212	0.303534668643433
ZBTB17	ENSG00000116809	0.125698384310166	0.13248533473249	0.0959221702902515	0.1025001054434	0.184564220861264
HSPB7	ENSG00000173641	0.0033999867221412	0.0	0.165029157490216	0.0187747973074821	0.001645973198398
EPHA2	ENSG00000142627	0.24190501790789	0.0793957020776901	0.23436183181883	0.042252374194418	0.0134654428052569
ARHGEF19	ENSG00000142632	0.0567446166023576	0.0376568559191515	0.0187208419454394	0.0329971002441127	0.0318237910123431
RSG1	ENSG00000132881	0.0067511777817714	0.0104054630042283	0.0083137271323947	0.0074870863445125	0.0071824596143373
FBXO42	ENSG00000037637	0.0734960688017507	0.112292232702479	0.0882363943511135	0.101223533843251	0.162771135632036
SZRD1	ENSG00000055070	0.598460768907546	0.501256084776192	0.541959345284123	0.523425101497721	0.680674023856136
NECAP2	ENSG00000157191	0.618067552822427	0.498611867084337	0.254218104196752	0.385658437302357	0.823032535335543
RP4-798A10.2		0.0278858751773738	0.0044623657982831	0.0074650208466117	0.0116202553280116	0.0355530738829129
RP4-798A10.7		0.0052765895801924	0.0079677228018686	0.0226458151937821	0.0093509831845754	0.0062973077497336
RP5-875O13.1		0.0024903350604965	0.0	0.005015190798211	0.0012564813815231	0.0
NBPF1	ENSG00000219481	0.0661937040712872	0.122601289055022	0.0549832386146699	0.104114426585006	0.0886297685580558
CROCC	ENSG00000058453	0.0706715609965784	0.310916575187273	0.0797612535199125	0.100148247145045	0.0661966347850216
RP11-108M9.3		0.0109136680557382	0.0	0.0108846019654405	0.0020354627604821	0.0
RP11-108M9.4		0.163116848666848	0.0710146419505729	0.0808417932257209	0.0713778382175653	0.103263126916727
RP11-108M9.6		0.0406683266479484	0.0202814231130117	0.0746272182461316	0.027201684251174	0.0216227195091465
MFAP2	ENSG00000117122	0.0968012843476341	1.54204894116491	0.0283934895482626	0.18892401046244	0.0516180276176902
ATP13A2	ENSG00000159363	0.0650819470140795	0.0975155774763669	0.0225901259247189	0.0226172140831322	0.110921633567067
SDHB	ENSG00000117118	0.587529202487683	0.78641950868724	0.636314599282932	0.475404337683352	0.750588926887023
RCC2	ENSG00000281540	0.0984956178338883	0.454271840046652	0.0406766392075621	0.129175144485901	0.197096494651203
ARHGEF10L	ENSG00000074964	0.003458837547064	0.0345502486199735	0.211506418524635	0.0214676322237576	0.0344511326824795
ALDH4A1	ENSG00000159423	0.012576856394503	0.0122652242711623	0.0503505628898113	0.0157673613420498	0.0075623917148234
IFFO2	ENSG00000169991	0.0540889879736042	0.0162927634650281	0.0531420056319425	0.0366521730341587	0.0765798270068046
UBR4	ENSG00000127481	0.143388519573588	0.156582839310389	0.101238507171552	0.130079159725188	0.304218264436583
RP1-43E13.2		0.044707382507113	0.0538687183808382	0.0574256243867146	0.189709305362549	0.0688989841343821
EMC1	ENSG00000127463	0.137666768370578	0.201952787064344	0.15239549138483	0.158235364276478	0.136914668149686
MRTO4	ENSG00000053372	0.519217386493364	0.351628294121399	0.481755396998626	0.590994205950556	0.285900498675862
AKR7A2	ENSG00000053371	0.268406963086676	0.650568147598286	0.494202134909856	0.522420503869733	0.210526771913735
PQLC2	ENSG00000040487	0.0480378282737677	0.0582001773672505	0.0371317444994591	0.0372348471523306	0.0459090445681789
CAPZB	ENSG00000077549	1.44473717363625	2.30016792850253	1.76454259233692	1.44916326427858	2.35224995916902
MINOS1	ENSG00000173436	0.646306714806219	3.50333414564928	1.12152250706794	1.28154552191802	1.28556833398389
NBL1	ENSG00000158747	0.441870836398574	0.805093043104469	1.56217666082296	2.46460132197385	0.580904202751529
TMCO4	ENSG00000162542	0.0274133802858379	0.040692691081841	0.0458490220570867	0.0396018865209887	0.0167267335914459
OTUD3	ENSG00000169914	0.0435086955477189	0.0921197785613851	0.0444742653493935	0.0701008184230837	0.0381419443352385
PLA2G2A	ENSG00000188257	0.051140919661659	0.0098025344353078	0.134709872931704	1.29481524039977	0.0396584253576763
PLA2G5	ENSG00000127472	0.0196376852191604	0.0827004745216319	0.633498524484052	0.265530649569535	0.0145770232348938
UBXN10-AS1	ENSG00000187980	0.0	0.0098150210806749	0.0	0.0002362254545297	0.0022523709582892
CAMK2N1	ENSG00000162545	0.0202717453213538	0.143518564063292	0.204347035856047	0.150646758728213	0.0070288351126491
MUL1	ENSG00000090432	0.123992919317621	0.17321828463554	0.153934665690174	0.116288121181822	0.217444640735167
CDA	ENSG00000158825	0.225080813262896	0.0013622270929202	0.0006319629679812	0.0013197556963235	0.0215389752004043
PINK1	ENSG00000158828	0.206454541687435	0.193501866873315	0.203841912640011	0.10987657403532	0.148866291366308
PINK1-AS	ENSG00000117242	0.003831083424045	0.0090199443468566	0.0046154336157428	0.0056774888977547	0.0103178534318711
DDOST	ENSG00000244038	0.587714315861607	1.49539596379354	0.326104887475801	0.595485982286811	0.916156490602405
KIF17	ENSG00000117245	0.115023149484745	0.0005782227152113	0.0017506629398018	0.0029521772904931	0.0093934222669164
SH2D5	ENSG00000189410	0.0039409193406818	0.0	0.0	0.0042505270112223	0.0028528627479173
HP1BP3	ENSG00000127483	0.914216964274236	1.10308011183501	0.960204558987753	1.17059093820395	0.945389485165247
EIF4G3	ENSG00000075151	0.156918731579919	0.221521595163571	0.073781444629123	0.11077056116291	0.0849286511674506
ECE1	ENSG00000117298	0.728909775636963	0.317772737446184	0.288133628706634	0.300895581573315	0.237526872348976
NBPF3	ENSG00000142794	0.0074118520404063	0.0219967815164905	0.0108577615119311	0.0132511549077159	0.0148800901849082
USP48	ENSG00000090686	0.364483871149376	1.28108118837125	0.339543693764653	0.377384395768176	0.268365316212048
HSPG2	ENSG00000142798	1.08022473793448	1.97577085328888	0.100056782038732	0.0953900895513494	0.0745299692242302
LINC00339	ENSG00000218510	0.04961757229009	0.0499704371589559	0.020041134606375	0.0336713619859928	0.0317947921826562
CDC42	ENSG00000070831	3.56189940318808	3.5820796512405	2.79553407993475	2.64817219677476	5.57940718282481
RP1-224A6.9		0.000556421099488	0.0026906416318518	0.0	0.0008095104097531	0.0
WNT4	ENSG00000162552	0.0001941116691045	0.0	0.0	0.0016746955316803	0.0
ZBTB40	ENSG00000184677	0.0738759301454763	0.0893491309003469	0.0315868532660477	0.062449426773196	0.0693800195274647
C1QA	ENSG00000173372	0.0036340248406385	0.0151722840960826	0.007503864557499	0.0046029077361084	0.87164886129358
C1QC	ENSG00000159189	0.0021460570723744	0.0108449737558901	0.0045273415717241	0.0056025765535262	0.56364310714506
C1QB	ENSG00000173369	0.0027197371009288	0.0141729642699445	0.0026839942260724	0.0027693101824027	0.500350018033445
EPHB2	ENSG00000133216	0.0024371030101706	0.0126377431300965	0.0	0.0421662992481712	0.0079917871712031
KDM1A	ENSG00000004487	0.124367813972807	0.390698151333606	0.125021103050738	0.199384614278216	0.126436939228931
LUZP1	ENSG00000169641	2.07620675559277	0.367885374829538	0.429479908700247	0.785497297388037	0.863596748058363
LINC01355		0.0672714069715404	0.0869483010140124	0.066103879349793	0.0864673995072874	0.0918278386736769
HNRNPR	ENSG00000282958	1.30027453334646	2.10737760938791	1.40430723135091	1.37600864483974	1.3482001027026
ZNF436	ENSG00000283009	0.290347163174613	0.15463353730174	0.0550489339728699	0.193211350170336	0.0506193825814397
ZNF436-AS1		0.0568372841092673	0.102159902422986	0.0674834176339016	0.0783831229675242	0.0143814997663402
RP5-1057J7.7		0.0016028684331526	0.014022721945123	0.0	0.003495028203605	0.0
TCEA3	ENSG00000282941	0.216346921734344	2.83741299380628	0.319540696103851	0.313738732927259	0.0454025834409715
ASAP3	ENSG00000282854	0.0299797650068787	0.141574513131199	0.0227598416434655	0.0921665227600123	0.0125780714824069
