gene	ensembl_gene_id	Enteriendocrine	Enterocyte	Goblet	Paneth.like	Progenitor	Stem.Cell	TA
PRDM16	ENSG00000142611	0.196539472900497	0.0020794202745217	0.0063998757007548	0.0163767973599468	0.0019785788285681	0.0	0.0067595005624813
RP11-22L13.1		0.0	0.0040055195374525	0.0137624760938726	0.0	0.0050649375546749	0.0689245539179246	0.0083080108929982
ARHGEF16	ENSG00000130762	0.823959540694856	1.10342210204297	0.715742740792332	0.800285577642948	0.606290209316958	0.603981702874496	0.567916056117775
RP11-168F9.2		0.0	0.0055586956274689	0.0053160124548019	0.0076120011401965	0.005812244402751	0.0254591681600327	0.0063339076887097
MEGF6	ENSG00000162591	0.0	0.0087537061145196	0.0047914828962796	0.0	0.0021058375616381	0.0209778616700139	0.004464182737338
TPRG1L	ENSG00000158109	0.425312902155403	0.710443008696667	0.561539060080704	0.522993328185059	0.442081758784791	0.307808560609752	0.385546629940143
WRAP73	ENSG00000116213	0.445379687500004	0.256228668013837	0.242186143966789	0.216181806074325	0.24238880987283	0.345531518389459	0.290770849487621
TP73	ENSG00000078900	0.100693840201502	0.0	0.0	0.0	0.0008065543767577	0.0	0.035554070062204
TP73-AS1	ENSG00000227372	0.127898936038368	0.0058799005879883	0.0142793109207847	0.0	0.0082847913091686	0.0558489890608888	0.0165175052004747
SMIM1	ENSG00000235169	0.472305724723215	0.0161580569026939	0.118500254578608	0.0060134505683029	0.0244950439392473	0.211124421135452	0.0074023389729886
LRRC47	ENSG00000130764	0.24031384074611	0.447323702504796	0.504568278132435	0.32915962402658	0.555848279523971	0.579136877163761	0.60909693842292
CEP104	ENSG00000116198	0.100693840201502	0.258300281532096	0.258583033867933	0.265244177109129	0.236466946982314	0.273958947135062	0.203607690747972
DFFB	ENSG00000169598	0.0	0.0595450877597033	0.0452261669499247	0.0360645829589507	0.0984880555339979	0.149757614725753	0.0768769738128898
C1orf174		0.274492207262417	0.246821319340978	0.295320368530583	0.453129903647038	0.457980134055909	0.51840632165627	0.610667579477619
LINC01134	ENSG00000236423	0.382053443692539	0.04773887409445	0.0111576782048025	0.0169209103490159	0.0172746480188154	0.0	0.0201649526856745
NPHP4	ENSG00000131697	0.0	0.0406603733580758	0.0433676692808592	0.02887803152762	0.0269370712285767	0.019313974183646	0.022853688103492
KCNAB2	ENSG00000069424	0.0	0.0044449415766327	0.0144666203440601	0.0	0.0009234784261655	0.0	0.0057350055198931
RPL22	ENSG00000116251	10.5734386701493	8.19762580628527	11.9450298378377	9.5802595307742	11.0203906943133	12.6482091787442	10.3693000565545
RP1-120G22.11		0.0	0.0017018626191914	0.0353669195638699	0.0063778056066039	0.0135999548422874	0.0269865613854089	0.0221371228586541
RNF207	ENSG00000158286	0.101074213021966	0.242167996434263	0.236051225932876	0.0749432452273081	0.0999578670481788	0.187828528535385	0.0536544868670424
ICMT	ENSG00000116237	0.413972210469628	0.4870159757594	0.460104343800885	0.332774376842121	0.415758890721075	0.189312183373549	0.674405041771367
LINC00337	ENSG00000225077	0.0	0.0071803434855927	0.0	0.0	0.0007920734615388	0.0	0.0055593091149887
GPR153	ENSG00000158292	0.531118455152948	0.0512533971301359	0.60962825255195	0.0360393288669072	0.0143428284317706	0.0726022050679457	0.0313843793236456
ACOT7	ENSG00000097021	0.507752338960146	0.872876890463565	1.25706819997166	0.881187742273356	1.1251578438619	0.436543608104514	1.35527585781117
RP1-202O8.3		0.0	0.0183937936104928	0.0370126185034178	0.0130216448687463	0.0247480053752152	0.0208517188683444	0.0368415197915096
HES2	ENSG00000069812	0.974414735180018	0.550080809828907	0.910396642285128	0.887637484135771	0.610030660733359	0.232908299527086	0.450050529703393
ESPN	ENSG00000187017	0.569043443795593	1.59475813775032	0.339434043352807	1.22706035981372	0.614779612464501	0.411549207127808	0.514294364450288
TNFRSF25	ENSG00000215788	0.101074213021966	0.279440614405476	0.173567681611482	0.242562119563652	0.291445050221064	0.324341497933058	0.25893953565406
PLEKHG5	ENSG00000171680	0.0	0.0450226717356603	0.0713352023273942	0.0446793074336258	0.0246232514708693	0.0383202570591564	0.0506888497127854
NOL9	ENSG00000162408	0.100693840201502	0.172338765068777	0.223339254384044	0.151908844115534	0.243249683448963	0.29664172934043	0.233181028545969
ZBTB48	ENSG00000204859	0.455469515132596	0.251230942060025	0.21299673011557	0.210371353762988	0.136867751151494	0.208652714126454	0.137921497500921
KLHL21	ENSG00000162413	0.281616406742348	0.0653238943529488	0.0977356259629375	0.041086042398733	0.0792693656146491	0.133668398777702	0.0564121540252185
PHF13	ENSG00000116273	0.382053443692539	0.0406299288060605	0.0283242634981365	0.037571531980174	0.0414182222530842	0.0370105157181782	0.0891907531086691
THAP3	ENSG00000041988	0.356426416352195	0.165230497804367	0.14772658425577	0.190943494146165	0.217079432483965	0.268525091631958	0.194879375880691
DNAJC11	ENSG00000007923	0.201768053223468	0.633142105032127	0.572196542341838	0.560550693395111	0.68228496715358	0.683546253184239	0.654041151476079
RP11-312B8.1		0.0	0.0038977314596053	0.0217619510007101	0.018046457267484	0.0199060115913692	0.0252403844190908	0.0212348174359327
CAMTA1	ENSG00000171735	4.41650476651382	2.9180182941341	3.25339530132012	3.78982444902075	3.43840351463822	2.48913352328348	3.51630350936286
VAMP3	ENSG00000049245	0.829953732625958	1.04428311179302	0.745858773396722	1.33187549205337	0.793351406435946	0.89097261282911	0.786959960815143
PER3	ENSG00000049246	0.0	0.110139651452629	0.101690332910046	0.0506450261218441	0.0264578949700714	0.039618447869284	0.0263838473856621
RP3-467L1.4		0.0	0.0	0.0095665907403588	0.0032630928237092	0.0012393582684113	0.0107788193757619	0.0027997387268822
UTS2	ENSG00000049247	0.127898936038368	0.0649847480193635	0.0892835821023264	0.19772338505383	0.172942956292167	0.171139206317324	0.151870963212082
PARK7	ENSG00000116288	3.00032186139403	2.53167992080383	3.46737723899626	3.54928578241667	4.2593901457524	3.79045182274076	4.44168420712078
ERRFI1	ENSG00000116285	1.27666151542404	1.11427466257526	0.521313043469155	0.759904780556394	0.396732960357422	0.53803345948839	0.365768507292367
RP11-431K24.1		0.0	0.0193462957804467	0.0212484013526945	0.0	0.0065275419142966	0.0084393380615324	0.0092950653475788
RERE	ENSG00000142599	1.18979271056331	1.05790762102616	0.877551252986376	0.787554241194842	0.863489676470248	1.07113573735692	0.743884582803749
ENO1	ENSG00000074800	3.86883599853745	4.40947348009774	3.01483363741526	3.59598466151642	5.17090756525594	3.79363152090245	5.26854444653004
ENO1-AS1	ENSG00000230679	0.0	0.0232675175572211	0.0184311213705117	0.0121248703255355	0.0226645378882996	0.0101392937709452	0.00761596912897
SLC2A5	ENSG00000142583	0.0	0.101925561489337	0.0626435964301706	0.409644573915871	0.0972526417787768	0.0426046769121734	0.134303343310783
GPR157	ENSG00000180758	0.17425543753641	0.139948597602507	0.114303234431508	0.0690827080685495	0.0940691118043192	0.0659154493990686	0.0722518944339173
MIR34AHG	ENSG00000228526	0.0	0.0	0.0	0.0	0.0006223118528235	0.0	0.0102698900378225
RP3-510D11.2		0.0	0.0071462234901679	0.0057520271544522	0.0174514433206918	0.0043442250596105	0.0	0.0028653359401566
H6PD	ENSG00000049239	0.127898936038368	0.243963636610742	0.354521278685127	0.204311425957264	0.392244804066049	0.577135126655661	0.340870756167031
SPSB1	ENSG00000171621	0.196539472900497	0.262345252307102	0.0869344192428983	0.191611799417796	0.204925387180662	0.14094284171317	0.122227136849567
SLC25A33	ENSG00000171612	1.28386364800318	0.454344849623362	0.568719654628559	0.598771847150719	0.680427796934009	0.562469131934714	0.709850488039258
TMEM201	ENSG00000188807	0.0	0.0520346633855176	0.106504310127335	0.021392646433471	0.072994284168968	0.101069245945093	0.154747149403545
CLSTN1	ENSG00000171603	0.664141967953048	1.87957459263395	1.51174531141287	0.669857706282075	0.733715594728909	0.712643940089105	0.583151182915849
CTNNBIP1	ENSG00000178585	1.28049429493167	0.455906691153534	0.792667002080626	0.747174146073257	0.720463502268813	0.639114826865388	0.787249038363499
LZIC	ENSG00000162441	0.487003994020463	0.40436349492374	0.387113692171848	0.662711100977916	0.547932018814214	0.527238663165287	0.490986126726376
NMNAT1	ENSG00000173614	0.100437036950192	0.437371867120952	0.186040975043415	0.177263605703223	0.260807198968215	0.17245882023127	0.248465508480398
RBP7	ENSG00000162444	0.0	0.0079250152636872	0.0071334481489893	0.0056730036427094	0.0072621254201872	0.0	0.0165703303234482
UBE4B	ENSG00000130939	0.37620328877291	0.263605334535503	0.282894981698696	0.218954509661078	0.306298029233911	0.411621886927543	0.324437587217048
KIF1B	ENSG00000054523	0.22833597298856	0.551572383629311	0.220491985646867	0.441788207654074	0.38923960941853	0.17601146157796	0.333316614472131
PGD	ENSG00000142657	0.621547890637103	0.51981530176062	0.432798490430436	0.589186389708279	0.859154134561288	0.751838980659723	0.929958598713424
APITD1-CORT	ENSG00000251503	0.0	0.0069195942843066	0.0018712593020766	0.006090133468967	0.0080250068721695	0.0130709597131721	0.0089389944793996
APITD1	ENSG00000251503	0.675132040743864	0.132410037153612	0.151662857418586	0.218016086141787	0.237960708285831	0.258856052209233	0.705342738019433
CORT	ENSG00000241563	0.0	0.0	0.0	0.0030611895060868	0.0011166410154559	0.0	0.008720365971773
DFFA	ENSG00000160049	0.343744954873754	0.370235426089122	0.359900258155288	0.345875923951154	0.550209109969941	0.697495760824104	0.625275078389713
PEX14	ENSG00000142655	0.460436074255371	0.15634486266708	0.157836019581478	0.173390868076127	0.169710409892095	0.311853919629961	0.17512192398014
CASZ1	ENSG00000130940	1.07270899534467	0.646994065095184	0.469859652967171	0.48312401256657	0.422766962186209	0.451008809109095	0.393564749878122
RP4-734G22.3		0.0	0.0065039995103062	0.0015397710655222	0.0	0.0005465009723665	0.0	0.0
TARDBP	ENSG00000120948	1.10324276566524	0.96100250778154	0.871415915582567	0.863343702819726	0.896718648391284	0.865117087284658	1.09027884716624
RP4-635E18.8		0.0	0.0120773643106332	0.0	0.0199297217241281	0.010752091037592	0.0	0.0086132187033719
SRM	ENSG00000116649	1.7762350769483	0.390213883848493	0.698178215530128	0.338954351830803	0.804024929510411	0.709671504414657	0.843341514497544
EXOSC10	ENSG00000171824	0.462264497689483	0.30389944187791	0.251369046901444	0.233219630688539	0.271037005047069	0.263999806797545	0.394508377456151
RP4-635E18.7		0.0	0.0	0.0	0.0097631775024464	0.0009966717659766	0.0	0.0104389403341507
RP4-635E18.6		0.0	0.0076926571169132	0.0025092285800201	0.0	0.0174588985301633	0.0	0.0273993032273595
MTOR	ENSG00000198793	0.101074213021966	0.234444157365343	0.135240338327483	0.113357850131666	0.201618262276446	0.157482545955548	0.214973871462194
UBIAD1	ENSG00000120942	0.319342800463443	0.134613763367949	0.247301998275159	0.169017299256459	0.296881165923868	0.281921681644667	0.265899348861545
FBXO44	ENSG00000132879	0.0621285481314066	0.0158999459399751	0.0312321394975526	0.0315870400197352	0.0361318084481367	0.174752830236781	0.0423309120615521
FBXO6	ENSG00000116663	0.100693840201502	0.252686357260575	0.239593663643695	0.399548481214617	0.280705549552654	0.169064049185584	0.250234128102768
MAD2L2	ENSG00000116670	0.275616733064853	0.0805876447454697	0.198751279339849	0.139289104306296	0.188213747980588	0.37997408647358	0.569927634397553
DRAXIN	ENSG00000162490	0.0	0.0	0.0013745659507109	0.0	0.0044338346063277	0.0147984817082087	0.0024057756552176
AGTRAP	ENSG00000177674	0.162822388332909	0.25722928965082	0.389653402985212	0.62722880162112	0.644215130211027	0.61287343880438	0.744657211800697
MTHFR	ENSG00000177000	0.0	0.498788983699169	0.226271771712841	0.290854259760861	0.245878800304197	0.0587193095751846	0.131461598760339
CLCN6	ENSG00000011021	0.0	0.0767538444508578	0.0528620155941533	0.0286523852765536	0.0442542269036245	0.0243631364821307	0.0367940736983625
NPPA-AS1		0.0	0.0383287486043571	0.0240248745232674	0.0099527881599059	0.0149854198887287	0.0086251696208042	0.0130200703595271
KIAA2013	ENSG00000116685	0.626964546771613	1.22232676727926	0.881830705507223	0.746146160817685	0.805726400412741	0.885923264947129	0.846926653096021
PLOD1	ENSG00000083444	0.127898936038368	0.269205571780215	0.24624791892296	0.161904161143259	0.237698536736606	0.197954416082438	0.231602168244035
MFN2	ENSG00000116688	0.324438408938865	0.560056732387528	0.475495048088542	0.270574777545931	0.402186377621389	0.238767154214985	0.420810649374928
MIIP	ENSG00000116691	0.290721324371277	0.276174657634398	0.236500183161869	0.294695347153616	0.32186747878933	0.395496820080573	0.46182730553262
TNFRSF1B	ENSG00000028137	0.196539472900497	0.110592881843794	0.0298417222021079	0.0126753814204504	0.0556303622697738	0.0381141583687147	0.065095466404861
VPS13D	ENSG00000048707	0.162822388332909	0.426871397750882	0.265329844311276	0.266665067695058	0.265066291939732	0.319033022629149	0.201281171903212
DHRS3	ENSG00000162496	0.333496901423736	0.762669403495528	0.453903143696839	0.707594965873822	0.555674329321968	0.526252592526871	0.40003929423162
RP11-474O21.5		0.0	0.0030753876723773	0.0016946808858165	0.0	0.0027966180714098	0.0	0.0055480074980617
PRDM2	ENSG00000116731	0.840008274101611	0.390168706013732	0.343870989676756	0.340793669807031	0.288110526292286	0.328265792837557	0.289185626889948
KAZN	ENSG00000189337	0.0	0.0438354149645145	0.0478212341659057	0.0335771544038259	0.0298509646138779	0.0361560940557068	0.0271920720952024
TMEM51-AS1	ENSG00000175147	0.100693840201502	0.0314800600243989	0.0253421299914045	0.0483315533507776	0.0218387215143046	0.032848387052087	0.0291253190369067
TMEM51	ENSG00000171729	0.720978871818006	0.352025041198865	0.444722777623472	0.441407859096135	0.321579262798992	0.336290170528326	0.269823344831958
FHAD1	ENSG00000142621	0.0	0.0122011355646776	0.0	0.0226229698583529	0.0020220414246798	0.0	0.010214769239385
EFHD2	ENSG00000142634	1.67165676692846	2.65158701474382	2.29318621603886	1.84106946645324	1.58523232757193	1.45144120072943	1.28726583638408
CASP9	ENSG00000132906	0.127898936038368	0.144640671383271	0.10230386602203	0.173761064840795	0.105301425629637	0.10837404445301	0.0610555454218302
DNAJC16	ENSG00000116138	0.127898936038368	0.360526415610241	0.309012087089733	0.237631733707527	0.312538284737719	0.28869012737179	0.280516983640166
RP4-680D5.8		0.0	0.0167667684601436	0.0139641306123807	0.0155245218848931	0.018693957683893	0.0070725488848756	0.0117996647497471
AGMAT	ENSG00000116771	0.294373826941132	0.284212378039548	0.224803984973982	0.346793139785072	0.613332066101543	0.361883451291705	0.677944732956793
DDI2	ENSG00000197312	0.100437036950192	0.36377195015593	0.325433129768464	0.30909907836567	0.376011450719325	0.408149173055736	0.345369001050233
PLEKHM2	ENSG00000116786	0.691237646749817	0.254118894376689	0.208454980374537	0.295183247783193	0.171004577185869	0.150672837767905	0.197782865271471
SLC25A34	ENSG00000162461	0.0	0.182186026064615	0.0433435229775214	0.188785585495278	0.0653279528576111	0.111082289205814	0.0316587462555285
TMEM82	ENSG00000162460	0.281616406742348	0.654620466463691	0.0592375546217739	0.741187249941618	0.251395783315048	0.0449774946353761	0.150693796801637
FBLIM1	ENSG00000162458	0.201130877151694	2.02633286987422	0.872621993891866	1.30717396322203	0.771433273741461	0.893820291215104	0.45849801487762
UQCRHL	ENSG00000233954	0.190027484169775	0.249887766767746	0.364592686241893	0.36707838717267	0.50236589663028	0.384286703715873	0.467635352238584
FLJ37453		0.201130877151694	0.236039764868165	0.272574964852372	0.224227520852032	0.24158828917881	0.229228003547193	0.216503593366125
SPEN	ENSG00000065526	0.235926915192322	0.479311811317925	0.290838623397803	0.399559548682284	0.338672115259729	0.32196048722167	0.354564129653595
ZBTB17	ENSG00000116809	0.294551236533176	0.217530339132838	0.124784477205768	0.18664747997825	0.143794707899809	0.284010852378443	0.166027236360096
EPHA2	ENSG00000142627	0.100693840201502	0.476267585909053	0.404964013822952	0.448491186405339	0.260990984665585	0.292186713415883	0.2315894566198
RP11-276H7.2		0.0	0.0086878511569426	0.0106032680645901	0.0065851792619862	0.0056976736318186	0.0	0.0081192758009271
RP11-276H7.3		0.0	0.0068752168771105	0.0	0.0	0.0	0.0	0.0
ARHGEF19	ENSG00000142632	0.0	0.066458562451662	0.0479054631340003	0.0051488750209341	0.0461223636962432	0.194039908032938	0.0739908729747837
RSG1	ENSG00000132881	0.0	0.0375026375823624	0.0150598358248405	0.0455635078694212	0.037731544358816	0.0490401809061468	0.0346157674546024
FBXO42	ENSG00000037637	0.255352203330229	0.13069315917231	0.148338998005098	0.146999632815669	0.132224755725613	0.12875030752613	0.159921633946206
SZRD1	ENSG00000055070	0.789294785239237	1.01298094632115	0.866493655641067	0.87915750203051	0.837250235584407	0.647506877127411	0.948723352249087
NECAP2	ENSG00000157191	1.02831956129945	0.582002222303555	0.558003701640051	0.54285072497524	0.513818219839377	0.587680183128942	0.461567389892538
RP4-798A10.2		0.0	0.0070212061376531	0.0062778504496881	0.0	0.0062274014217197	0.0080487899850454	0.0021001705925475
RP4-798A10.7		0.0	0.023356942912698	0.0742154841062028	0.0378526636547165	0.0491391724164227	0.0263947380999003	0.0469614701783764
RP4-798A10.4		0.0	0.0043212119072058	0.0057191273497098	0.004958637763246	0.0028168424838975	0.0	0.0062161102021482
NBPF1	ENSG00000219481	0.0	0.375386669503673	0.301300355441397	0.124357708962551	0.163070645955427	0.187622389185945	0.113794856897308
CROCC	ENSG00000058453	0.163202761153373	0.021911868559178	0.0341284435053469	0.0285472922999621	0.0377596081837445	0.117511258665591	0.0657150016507336
RP11-108M9.4		0.795443559064477	0.60601063654485	1.62229121641601	1.1392120936327	0.993352617996654	1.37555344345415	1.12548859238713
RP11-108M9.6		0.0	0.0959631034131204	0.0342112353847615	0.0328756284210332	0.0577105851948464	0.0442302275670797	0.0456066981505661
